MSOA11CD,MSOA11NM,Local authority,covid_19_deaths,covid_19_deaths_per_thousand,total_population_mid_2018,over_70_prop,proportion_at_risk_jobs,insecure_proportion,all_bame_prop,all_black_prop,pakistani_or_bangladeshi_prop,all_indian_prop,child_poverty_prop,total_registered_patients,Hypertension,Obesity (18+),Diabetes,Asthma,Coronary heart disease
E02000301,Enfield 025,Enfield,6,0.544168329,11026,0.067295483,0.323863636,0.327922078,0.582224429,0.327308838,0.027308838,0.023535253,0.245013298,12508,11.59,9.52,6.46,4.05,1.73
E02000302,Enfield 026,Enfield,3,0.348513011,8608,0.106877323,0.281997919,0.229448491,0.354311794,0.115061254,0.021498919,0.06413644,0.135896048,9577,12.47,5.34,5.42,4.25,2.45
E02000303,Enfield 027,Enfield,5,0.546209307,9154,0.070351759,0.339430894,0.331300813,0.552681764,0.282598331,0.052920143,0.026340882,0.246427025,9907,12.32,10.38,6.72,3.97,1.69
E02000304,Enfield 028,Enfield,1,0.121787846,8211,0.139447083,0.219447139,0.141367604,0.263567808,0.035974781,0.017554704,0.072938559,0.077427822,8525,11.3,4.69,4.89,4.12,2.36
E02000305,Enfield 029,Enfield,6,0.6709158,8943,0.093480935,0.239005736,0.185256002,0.27418047,0.065909881,0.02247191,0.04088961,0.138613861,10147,12.05,4.95,4.98,4.54,2.52
E02000306,Enfield 030,Enfield,7,0.760208514,9208,0.06961338,0.351971558,0.379120879,0.621597989,0.380260138,0.040441578,0.02306263,0.320032573,10732,11.05,10.69,6.3,3.83,1.61
E02000307,Enfield 031,Enfield,8,0.78794445,10153,0.084901014,0.299952313,0.287315212,0.483743543,0.198622506,0.029676897,0.069887572,0.188209607,11118,11.55,7.17,6.32,3.45,1.96
E02000308,Enfield 032,Enfield,2,0.238180302,8397,0.091580326,0.276635021,0.234440928,0.405894519,0.103671148,0.029731127,0.097207859,0.177575758,9638,9.06,5.35,4.4,3.84,1.78
E02000309,Enfield 033,Enfield,11,0.89039987,12354,0.051805083,0.336978131,0.359592445,0.613404519,0.343979407,0.023834493,0.034226332,0.229172932,13396,11.26,8.75,6.43,3.43,1.46
E02000311,Enfield 035,Enfield,10,0.924299843,10819,0.088732785,0.284313725,0.271459695,0.439424635,0.136142626,0.034136953,0.068679092,0.185388128,11319,11.46,6.22,5.94,3.8,2.15
E02000312,Enfield 036,Enfield,5,0.430774533,11607,0.083311795,0.25558055,0.23360443,0.344600401,0.09930297,0.02501671,0.06874821,0.201558442,12607,10.72,5.84,5.04,4.09,2.09
E02000313,Greenwich 001,Greenwich,2,0.265287173,7539,0.046557899,0.376398412,0.373150487,0.507310387,0.407401767,0.007158087,0.008833384,0.268330733,7204,11.35,7.16,4.96,3.89,1.43
E02000314,Greenwich 002,Greenwich,7,0.434863639,16097,0.022799279,0.331303725,0.309992837,0.610680644,0.438088727,0.017775752,0.018155576,0.213079151,14497,9.54,6.36,3.9,3.26,0.99
E02000315,Greenwich 003,Greenwich,6,0.618620476,9699,0.067017218,0.35346308,0.373497424,0.477202643,0.348127753,0.014096916,0.019933921,0.275092937,10939,12.62,9.64,5.84,4.28,1.97
E02000316,Greenwich 004,Greenwich,6,0.413080895,14525,0.03373494,0.267159451,0.233016543,0.468837209,0.241395349,0.017023256,0.030604651,0.189929656,13927,9.42,7.25,4.19,3.92,1.26
E02000317,Greenwich 005,Greenwich,6,0.698486612,8590,0.053084983,0.32605905,0.340500642,0.517084827,0.313142174,0.020430108,0.017682198,0.260176248,8831,10.02,7.18,4.68,3.97,1.47
E02000318,Greenwich 006,Greenwich,4,0.381460996,10486,0.073335876,0.336786372,0.362338858,0.649766308,0.231660232,0.050701077,0.086466165,0.23775032,11873,14.13,9.48,6.57,4.49,2.09
E02000319,Greenwich 007,Greenwich,4,0.336671997,11881,0.044861544,0.306703579,0.309274273,0.584267615,0.273174733,0.041017227,0.071643424,0.244271988,11580,13.27,8.96,6.16,4.46,1.91
E02000320,Greenwich 008,Greenwich,7,0.957854406,7308,0.059250137,0.333781965,0.302489906,0.443387681,0.247131643,0.016757246,0.028985507,0.222035794,7390,11.19,9.03,5.22,4.19,1.81
E02000321,Greenwich 009,Greenwich,2,0.25910092,7719,0.060370514,0.355898784,0.358856392,0.497916667,0.276111111,0.021805556,0.028611111,0.304871661,8325,12.52,9.35,6.04,4.48,1.83
E02000323,Greenwich 011,Greenwich,6,0.529707778,11327,0.051469939,0.329257246,0.367753623,0.609705827,0.327150084,0.028855162,0.056960839,0.294759057,12806,11.35,8.74,5.47,4.6,1.63
E02000324,Greenwich 012,Greenwich,4,0.50018757,7997,0.081405527,0.307592892,0.290468498,0.398906357,0.176760082,0.024333561,0.026930964,0.265737874,8502,10.19,5.35,4.09,4.61,1.85
E02000326,Greenwich 014,Greenwich,4,0.536624631,7454,0.068553797,0.251372119,0.18935236,0.323620934,0.132673267,0.015417256,0.037623762,0.162357186,8566,10.34,5.11,3.89,4.23,1.75
E02000327,Greenwich 015,Greenwich,3,0.419756541,7147,0.036099063,0.469496968,0.292900464,0.524102564,0.332893773,0.013186813,0.014212454,0.277986074,6735,11.05,7.8,5.15,4.38,1.56
E02000328,Greenwich 016,Greenwich,6,0.876680304,6844,0.111776739,0.198898231,0.12409394,0.183772328,0.065849228,0.004087193,0.021192855,0.097211155,7337,9.66,3.99,3.38,3.82,1.53
E02000329,Greenwich 017,Greenwich,2,0.316756414,6314,0.097402597,0.321992283,0.292528937,0.359223301,0.16618123,0.025889968,0.053559871,0.191640379,6467,14.8,9.68,6.48,5.1,2.4
E02000331,Greenwich 019,Greenwich,6,0.728420541,8237,0.078183805,0.323425143,0.239705481,0.352573107,0.15668497,0.01660069,0.036393819,0.226929774,8725,11.14,5.96,4.36,4.68,1.73
E02000332,Greenwich 020,Greenwich,2,0.258732212,7730,0.092496766,0.280593671,0.208905069,0.31462843,0.158417207,0.015993382,0.034192748,0.145686901,7683,11.58,8.07,5.09,4.53,1.74
E02000333,Greenwich 021,Greenwich,3,0.457945352,6551,0.125629675,0.19047619,0.101473923,0.153613016,0.049130643,0.004147392,0.021534535,0.087902524,6825,11.9,4.56,3.71,4.92,2.04
E02000334,Greenwich 022,Greenwich,4,0.604869197,6613,0.093452291,0.293650794,0.25297619,0.316741382,0.137888391,0.019786675,0.033699181,0.178783383,7268,11.02,5.2,4.03,4.47,1.82
E02000335,Greenwich 023,Greenwich,3,0.436554133,6872,0.120925495,0.282789318,0.209495549,0.115742862,0.031149794,0.002748511,0.013895251,0.09252669,7025,13.79,6.76,4.47,4.63,2.52
E02000337,Greenwich 025,Greenwich,2,0.240182539,8327,0.097754293,0.305137667,0.294067556,0.199215785,0.086896028,0.006956742,0.018214015,0.231828194,9259,12.26,6.36,4.73,4.47,2.16
E02000339,Greenwich 027,Greenwich,6,0.949367089,6320,0.133544304,0.26764405,0.185134674,0.110050251,0.027470687,0.00318258,0.015577889,0.108443709,6585,14.09,7.12,4.83,4.66,2.57
E02000340,Greenwich 028,Greenwich,0,0,6521,0.156111026,0.271806599,0.211368834,0.14848883,0.044842313,0.009034166,0.028745072,0.150586114,6914,12.54,7.03,4.51,4.06,2.37
E02000341,Greenwich 029,Greenwich,5,0.611545988,8176,0.088918787,0.332475884,0.323151125,0.235324743,0.111414812,0.010022127,0.011323702,0.256036217,8685,12.18,6.67,4.63,4.16,2.18
E02000342,Greenwich 030,Greenwich,1,0.160926939,6214,0.088187963,0.297266941,0.260950955,0.187044785,0.060746939,0.014256935,0.016581435,0.1875,6514,12.88,7.98,5.2,4.7,2.69
E02000343,Greenwich 031,Greenwich,5,0.724112962,6905,0.115423606,0.282463186,0.231927711,0.198501873,0.081797753,0.008988764,0.017677903,0.211267606,7231,12.36,8.17,4.54,4.85,2.38
E02000344,Greenwich 032,Greenwich,10,1.526018617,6553,0.129864184,0.275948573,0.207275008,0.166118679,0.057930171,0.01268201,0.019571004,0.113853503,6805,11.43,7.24,4.29,4.32,2.31
E02000345,Hackney 001,Hackney,6,0.61893955,9694,0.049721477,0.280409731,0.249039693,0.291921249,0.094138945,0.014822358,0.019687712,0.177626194,11239,6.63,5.86,3.45,2.61,1.1
E02000346,Hackney 002,Hackney,3,0.381825124,7857,0.056382843,0.320186599,0.329516539,0.566152331,0.292186474,0.037426133,0.021503611,0.318181818,9453,8.05,7.45,4.07,4.61,1.33
E02000347,Hackney 003,Hackney,3,0.339481725,8837,0.05714609,0.267281106,0.228768927,0.313599799,0.128079437,0.013951735,0.020487682,0.174030354,10032,6.31,5.96,3.25,2.68,1.14
E02000348,Hackney 004,Hackney,8,0.884271029,9047,0.044213551,0.314762243,0.29418027,0.431280788,0.201477833,0.02179803,0.044581281,0.203939394,11050,6.91,6.05,3.66,2.9,1.12
E02000350,Hackney 006,Hackney,7,0.69797587,10029,0.041180576,0.212347621,0.178332678,0.404125447,0.146705957,0.025468322,0.10082088,0.20071048,11613,8.58,7.06,4.59,3.93,1.39
E02000351,Hackney 007,Hackney,3,0.310045473,9676,0.044956594,0.203468855,0.155911973,0.337439869,0.126598616,0.026751144,0.021119324,0.199098422,10229,7.53,6.69,3.86,4.5,1.3
E02000352,Hackney 008,Hackney,6,0.823045267,7290,0.068038409,0.219062027,0.167322239,0.331686764,0.144413773,0.024989104,0.015981403,0.174404762,7857,7.97,5.74,3.86,4.23,1.44
E02000353,Hackney 009,Hackney,5,0.610053685,8196,0.062347487,0.178447528,0.138117953,0.322630362,0.118546108,0.032751092,0.053686103,0.130747126,9580,8.5,6.13,4.23,4.39,1.47
E02000354,Hackney 010,Hackney,5,0.466853408,10710,0.056676004,0.250516648,0.238576349,0.542622606,0.276994317,0.057987792,0.048095138,0.229516052,11757,8.81,8.02,4.8,4.8,1.46
E02000355,Hackney 011,Hackney,14,1.508133147,9283,0.064634278,0.227512016,0.215152209,0.485680613,0.207307012,0.053388332,0.097701827,0.204220981,10493,9.59,8.05,5.17,4.71,1.58
E02000356,Hackney 012,Hackney,3,0.403171617,7441,0.049186937,0.177095359,0.135765412,0.286414375,0.126327253,0.014838007,0.019602505,0.097486672,8620,7.4,4.42,3.54,4.4,1.47
E02000357,Hackney 013,Hackney,4,0.600240096,6664,0.076230492,0.37446403,0.357313006,0.690802966,0.478466635,0.033286007,0.023978546,0.243167875,8252,12.28,9.8,6.36,4.88,1.75
E02000358,Hackney 014,Hackney,10,0.840760047,11894,0.053640491,0.21487051,0.189473684,0.451166576,0.227979743,0.033188642,0.029661783,0.20460632,13896,8.52,6.85,4.25,4.17,1.39
E02000359,Hackney 015,Hackney,4,0.592592593,6750,0.060296296,0.255196674,0.225135913,0.499012308,0.270019754,0.04984045,0.035708859,0.213915618,7756,10.1,8.17,5.49,4.72,1.5
E02000360,Hackney 016,Hackney,5,0.41411297,12074,0.053586218,0.274155995,0.263678696,0.595377258,0.347414098,0.037637265,0.030198371,0.270810211,13811,9.56,7.94,5.14,4.14,1.55
E02000361,Hackney 017,Hackney,2,0.223064912,8966,0.041155476,0.239010329,0.207062215,0.464921466,0.251570681,0.035863874,0.016230366,0.192528736,9389,9.42,7.53,5,4.31,1.65
E02000362,Hackney 018,Hackney,0,0,7434,0.048022599,0.287835926,0.243988685,0.512022631,0.314788622,0.02530253,0.014144272,0.234482759,8147,8.26,7.34,4.28,3.94,1.15
E02000363,Hackney 019,Hackney,5,0.414215889,12071,0.053019634,0.303994083,0.330128205,0.630152144,0.389396035,0.04296911,0.020931305,0.287741935,14433,9.35,7.84,4.95,4.35,1.53
E02000364,Hackney 020,Hackney,5,0.484637007,10317,0.066686052,0.191827697,0.144122383,0.367542574,0.201533777,0.033382204,0.01184166,0.189957653,10967,7.99,6.47,4.3,4.13,1.3
E02000365,Hackney 021,Hackney,7,0.453221107,15445,0.052508903,0.189769414,0.162205142,0.372610467,0.172673143,0.022955186,0.018646192,0.190766109,16940,7.44,6.17,3.88,3.99,1.22
E02000366,Hackney 022,Hackney,6,0.645647261,9293,0.066716884,0.262173244,0.211942594,0.412731971,0.239135541,0.031477566,0.012450082,0.229508197,10171,8.88,7.6,4.54,4.4,1.43
E02000367,Hackney 023,Hackney,4,0.345006038,11594,0.030188028,0.21601154,0.165164082,0.392464839,0.191048147,0.03613592,0.017657325,0.179564997,13315,8.47,6.96,4.31,4.48,1.36
E02000368,Hackney 024,Hackney,5,0.470278405,10632,0.058126411,0.270653945,0.238771236,0.538589557,0.306948201,0.053463699,0.017786561,0.272995573,11714,8.13,6.32,4.41,4.34,1.41
E02000369,Hackney 025,Hackney,11,0.763729779,14403,0.043879747,0.233579206,0.200210748,0.495687425,0.26686217,0.030533034,0.019665344,0.250675937,16023,7.43,6.37,3.85,3.8,1.29
E02000370,Hackney 026,Hackney,6,0.60204696,9966,0.039233394,0.238667668,0.198847984,0.475484881,0.227562944,0.031562462,0.020358993,0.272116461,10415,7.25,5.97,3.51,3.63,1.2
E02000371,Hackney 027,Hackney,1,0.061827625,16174,0.029491777,0.192226447,0.155893536,0.404883176,0.176166222,0.016735387,0.018190638,0.283333333,16881,6.89,5.55,3.61,3.42,1.17
E02000372,Hammersmith and Fulham 001,Hammersmith and Fulham,6,0.607410407,9878,0.063271917,0.338860851,0.277817832,0.500054496,0.211117166,0.018855586,0.024959128,0.203344121,12148,7.39,4.4,3.84,3.43,1.33
E02000373,Hammersmith and Fulham 002,Hammersmith and Fulham,1,0.148367953,6740,0.062017804,0.344758868,0.373854125,0.625863623,0.357314509,0.033493542,0.009011715,0.329596413,9232,9.09,5.2,5.04,3.93,1.54
E02000374,Hammersmith and Fulham 003,Hammersmith and Fulham,8,1.174053419,6814,0.074552392,0.242215569,0.20508982,0.387015302,0.156737483,0.02228495,0.021690685,0.1981402,8757,8.52,5.2,4.39,3.76,1.48
E02000375,Hammersmith and Fulham 004,Hammersmith and Fulham,0,0,6998,0.065304373,0.246311907,0.203108535,0.416761525,0.200768355,0.022766079,0.014513375,0.23228634,9311,8.72,5.04,4.21,3.68,1.46
E02000376,Hammersmith and Fulham 005,Hammersmith and Fulham,4,0.579122629,6907,0.060373534,0.232064422,0.189360664,0.390310918,0.157339118,0.019378163,0.020824295,0.175824176,9071,9.01,5.2,4.1,3.86,1.51
E02000377,Hammersmith and Fulham 006,Hammersmith and Fulham,5,0.606575276,8243,0.069270897,0.237013717,0.210029233,0.36259028,0.158648549,0.017750031,0.021544865,0.135243171,10060,8.69,4.66,3.91,3.78,1.49
E02000378,Hammersmith and Fulham 007,Hammersmith and Fulham,4,0.612463635,6531,0.067983463,0.191441999,0.13925303,0.306397306,0.113712886,0.014080196,0.01637588,0.125356125,8731,8.1,4.31,3.46,3.31,1.33
E02000379,Hammersmith and Fulham 008,Hammersmith and Fulham,18,2.292993631,7850,0.098343949,0.211971308,0.153598813,0.304577233,0.11225432,0.009761245,0.023743569,0.102821317,8718,7.78,4.22,3.34,3.62,1.39
E02000380,Hammersmith and Fulham 009,Hammersmith and Fulham,2,0.342055755,5847,0.079870019,0.177950869,0.130017975,0.266075388,0.094831997,0.019443971,0.012962647,0.06255144,6760,9.01,4.16,3.42,3.93,1.51
E02000381,Hammersmith and Fulham 010,Hammersmith and Fulham,3,0.376553282,7967,0.0650182,0.170024352,0.131945982,0.243820803,0.082518023,0.009268795,0.016864058,0.090796788,10508,7.36,3.44,2.77,3.11,1.29
E02000382,Hammersmith and Fulham 011,Hammersmith and Fulham,1,0.169004563,5917,0.06962988,0.187052506,0.149164678,0.311820983,0.105561862,0.010539971,0.012810118,0.102752294,7322,8.32,4.19,3.1,3.89,1.45
E02000383,Hammersmith and Fulham 012,Hammersmith and Fulham,5,0.558534406,8952,0.096961573,0.212247212,0.154791155,0.387828668,0.075381679,0.014843087,0.037743851,0.143984221,11823,7.03,3.56,2.81,3.22,1.25
E02000384,Hammersmith and Fulham 013,Hammersmith and Fulham,10,1.361470388,7345,0.097072839,0.250937333,0.210765935,0.363114754,0.147404372,0.018442623,0.019945355,0.190397351,9552,8.21,3.6,2.95,3.56,1.29
E02000385,Hammersmith and Fulham 014,Hammersmith and Fulham,1,0.166002656,6024,0.050464807,0.185596222,0.121605667,0.255761117,0.060207725,0.009087958,0.025316456,0.103960396,7662,7.18,3.69,2.98,3.48,1.15
E02000386,Hammersmith and Fulham 015,Hammersmith and Fulham,5,0.617283951,8100,0.065185185,0.242641603,0.232253277,0.424041298,0.169616519,0.02114061,0.018067847,0.268275373,11147,7.69,3.74,3.22,3.67,1.24
E02000387,Hammersmith and Fulham 016,Hammersmith and Fulham,3,0.49833887,6020,0.073754153,0.307601996,0.200176108,0.357142857,0.126434949,0.014030612,0.027742347,0.14415437,7885,7.95,4.01,3.23,3.83,1.36
E02000388,Hammersmith and Fulham 017,Hammersmith and Fulham,9,1.0348396,8697,0.083017132,0.189788446,0.141781937,0.262131188,0.07315289,0.011948305,0.020117045,0.098783107,10509,7.71,3.5,3.11,3.49,1.45
E02000389,Hammersmith and Fulham 018,Hammersmith and Fulham,5,0.594883998,8405,0.09518144,0.199223803,0.141224666,0.204482132,0.040702604,0.007026045,0.022047244,0.045827633,10503,8.12,3.74,3.08,3.85,1.37
E02000390,Hammersmith and Fulham 019,Hammersmith and Fulham,0,0,6386,0.06764798,0.190239868,0.148331955,0.243176179,0.08266129,0.012406948,0.015043424,0.112663755,8518,8.44,3.78,3.19,3.97,1.56
E02000391,Hammersmith and Fulham 020,Hammersmith and Fulham,2,0.250438267,7986,0.081016779,0.159241706,0.11563981,0.191357226,0.050718075,0.009833096,0.013843964,0.048749198,8919,6.27,3.4,2.29,2.95,1.3
E02000392,Hammersmith and Fulham 021,Hammersmith and Fulham,1,0.10517459,9508,0.062578881,0.165793751,0.120101138,0.231467947,0.085508457,0.011589058,0.009083316,0.102702703,12006,6.8,3,2.42,3.28,1.37
E02000393,Hammersmith and Fulham 022,Hammersmith and Fulham,0,0,5897,0.073596744,0.151267159,0.09530095,0.158514343,0.039296966,0.009119549,0.019068148,0.052678571,7628,8.32,3.5,2.95,3.79,1.55
E02000394,Hammersmith and Fulham 023,Hammersmith and Fulham,4,0.435872289,9177,0.066252588,0.211453744,0.145374449,0.326370084,0.11579626,0.013281754,0.013281754,0.113546936,10074,6.61,4.12,2.65,3.1,1.2
E02000395,Hammersmith and Fulham 024,Hammersmith and Fulham,1,0.161812298,6180,0.111003236,0.147344375,0.08452313,0.139304319,0.02655016,0.004369014,0.014451353,0.032347505,6701,6.67,2.79,2.28,3.16,1.28
E02000396,Hammersmith and Fulham 025,Hammersmith and Fulham,2,0.283406547,7057,0.075244438,0.188505747,0.160344828,0.246193276,0.088949193,0.010251771,0.015076134,0.105586249,8164,7.47,4.35,2.87,3.56,1.41
E02000397,Haringey 001,Haringey,6,0.699382212,8579,0.061662198,0.268955298,0.264509755,0.387715931,0.158413308,0.028150992,0.041202815,0.18453106,9344,10.02,7.23,5.02,3.83,1.81
E02000398,Haringey 002,Haringey,6,0.760263558,7892,0.053598581,0.318255909,0.386308068,0.616874912,0.415414853,0.022743226,0.013758248,0.290652386,9173,10.6,9.04,5.93,3.91,1.46
E02000400,Haringey 004,Haringey,4,0.490136013,8161,0.078789364,0.275185578,0.20678685,0.382237872,0.169014085,0.027256129,0.032211789,0.175947867,9239,9.34,6.31,4.39,4.34,1.71
E02000401,Haringey 005,Haringey,2,0.297574766,6721,0.064424937,0.334983498,0.337458746,0.500742501,0.254083754,0.03979804,0.02049302,0.281310212,7934,9.49,7.89,5.37,3.54,1.55
E02000402,Haringey 006,Haringey,2,0.295202952,6775,0.06302583,0.347535505,0.367585631,0.549051814,0.312080036,0.032701209,0.011945647,0.247765006,7896,10.3,7.78,5.99,3.91,1.58
E02000403,Haringey 007,Haringey,4,0.487388814,8207,0.055927866,0.278363777,0.28273733,0.376024448,0.135574385,0.030976525,0.040977914,0.198722498,8907,9.92,7.31,5.45,3.47,1.75
E02000404,Haringey 008,Haringey,4,0.508388409,7868,0.071301474,0.295539033,0.311957869,0.486534518,0.202597403,0.036773753,0.040054682,0.245547074,8631,10.03,9.67,5.29,3.48,1.73
E02000405,Haringey 009,Haringey,7,1.077586207,6496,0.081896552,0.201606203,0.127942398,0.190745266,0.053756872,0.009621258,0.021227856,0.053511706,7153,8.44,5.79,3.89,4.46,1.59
E02000406,Haringey 010,Haringey,3,0.415397397,7222,0.060371088,0.288532676,0.29377312,0.444412811,0.186049822,0.038576512,0.035160142,0.202064897,8080,10.21,10.45,5.32,3.53,1.71
E02000407,Haringey 011,Haringey,6,0.780538572,7687,0.06569533,0.307692308,0.368958475,0.584245077,0.341219912,0.035284464,0.021061269,0.260473588,9169,11.48,9.51,6.5,4.05,1.58
E02000408,Haringey 012,Haringey,9,1.064207166,8457,0.058176658,0.31005291,0.385890653,0.572254335,0.332895428,0.023121387,0.023646873,0.277537797,9115,12.02,9.85,6.55,4.17,1.61
E02000409,Haringey 013,Haringey,3,0.467726848,6414,0.070782663,0.302459646,0.354342813,0.544201011,0.332771564,0.027577754,0.017312701,0.285607755,7527,9.34,8.41,5.23,3.55,1.38
E02000410,Haringey 014,Haringey,1,0.14907573,6708,0.081991652,0.200206665,0.12916559,0.176453011,0.034513671,0.002988197,0.021963245,0.039971449,7497,7.74,3.63,2.63,4.38,1.28
E02000411,Haringey 015,Haringey,2,0.187090739,10690,0.047801684,0.303363519,0.336028461,0.576355341,0.320048309,0.035158347,0.03287708,0.224558051,12134,9.25,7.54,5.04,3.71,1.19
E02000412,Haringey 016,Haringey,6,0.765013388,7843,0.064261125,0.280036969,0.27202711,0.458779288,0.20971941,0.038906566,0.028926815,0.239910314,8750,9.86,8.73,5.18,3.89,1.68
E02000413,Haringey 017,Haringey,4,0.524177696,7631,0.09330363,0.211379952,0.133209253,0.207466667,0.054266667,0.006266667,0.018,0.093340922,8762,7.68,3.41,2.82,4.15,1.38
E02000414,Haringey 018,Haringey,6,0.841160802,7133,0.060563578,0.284487863,0.325044405,0.53339841,0.296053549,0.037512202,0.027471761,0.216465578,9013,9.94,8,5.5,3.78,1.28
E02000415,Haringey 019,Haringey,3,0.414708322,7234,0.075062206,0.280927835,0.283218786,0.41431702,0.147260774,0.053907962,0.032870709,0.212022746,8653,9.68,8.07,5.18,3.52,1.54
E02000416,Haringey 020,Haringey,4,0.498504487,8024,0.066425723,0.225507843,0.167652353,0.338718291,0.144459279,0.017089453,0.01975968,0.156431803,9436,8.32,6.94,3.26,4.97,1.32
E02000417,Haringey 021,Haringey,6,0.912825194,6573,0.114711699,0.209349593,0.111788618,0.167615339,0.048831636,0.005392451,0.012133014,0.057166529,7339,8.5,4.22,2.68,4.85,1.4
E02000418,Haringey 022,Haringey,3,0.552791598,5427,0.108162889,0.189671971,0.110750244,0.15828644,0.045380287,0.004356508,0.021782538,0.059414991,6382,8.51,6.49,3.17,5.14,1.38
E02000419,Haringey 023,Haringey,4,0.446627959,8956,0.057056722,0.255595345,0.229856759,0.360631475,0.121238283,0.033300444,0.036630488,0.161616162,10246,9.1,7.69,4.58,3.88,1.49
E02000420,Haringey 024,Haringey,7,0.849205386,8243,0.064296979,0.284628872,0.315312683,0.493675996,0.249327234,0.035791173,0.017088267,0.20421187,9865,10.55,8.06,5.74,3.73,1.37
E02000421,Haringey 025,Haringey,12,1.450501632,8273,0.060800193,0.326115061,0.346800259,0.56351427,0.329182988,0.027420257,0.018047006,0.298589822,9824,10.01,6.56,5.17,3.36,1.22
E02000422,Haringey 026,Haringey,7,0.827325375,8461,0.064767758,0.287750946,0.312190864,0.519616613,0.276677316,0.04115016,0.017635783,0.245572609,9443,10.7,7.93,5.69,3.6,1.37
E02000423,Haringey 027,Haringey,3,0.403551251,7434,0.057573312,0.265190386,0.269511207,0.384412153,0.137824747,0.038602671,0.033465434,0.150141643,8894,8.95,6.7,4.65,3.58,1.37
E02000424,Haringey 028,Haringey,3,0.435983142,6881,0.05914838,0.193212121,0.144727273,0.266740761,0.115587663,0.013059183,0.011808836,0.118953212,8025,7.48,5.6,2.89,4.8,1.2
E02000425,Haringey 029,Haringey,8,1.016906063,7867,0.046014999,0.277838627,0.320554947,0.346058434,0.138506064,0.01598677,0.024255788,0.200732357,9759,7.34,5.83,3.73,2.38,1.19
E02000426,Haringey 030,Haringey,5,0.812215724,6156,0.140350877,0.192099567,0.119047619,0.220769574,0.055266677,0.009805378,0.028970435,0.057142857,7250,8.3,3.2,2.55,4.66,1.67
E02000427,Haringey 031,Haringey,4,0.573805767,6971,0.050494907,0.233408465,0.22113699,0.33586227,0.12109717,0.039830756,0.018529326,0.135,8523,7.91,6.32,4.01,3.71,1.28
E02000428,Haringey 032,Haringey,7,0.853970965,8197,0.055508113,0.287951422,0.303930968,0.485901453,0.282255768,0.028481914,0.016234691,0.253476612,9435,9.42,7.14,4.81,3.21,1.26
E02000429,Haringey 033,Haringey,3,0.425170068,7056,0.094529478,0.174246051,0.095021541,0.172942207,0.043053123,0.00627554,0.020431991,0.063814358,7918,7.86,4.85,2.92,5.03,1.38
E02000430,Haringey 034,Haringey,3,0.415454923,7221,0.063564603,0.197110423,0.107327141,0.207091816,0.057974922,0.006606445,0.012943239,0.08287796,8398,7.37,5.17,2.96,4.76,1.17
E02000431,Haringey 035,Haringey,0,0,6223,0.090470834,0.173271889,0.097004608,0.170979806,0.035302917,0.006432311,0.018100224,0.031307551,6725,7.96,3.2,2.45,4.64,1.58
E02000432,Haringey 036,Haringey,4,0.630914826,6340,0.05977918,0.181540809,0.145944572,0.275023241,0.126898048,0.010381159,0.011155872,0.133757962,7386,8.37,4.7,3.8,4.24,1.12
E02000433,Harrow 001,Harrow,21,2.541757444,8262,0.22258533,0.212054189,0.144042024,0.398386677,0.049310435,0.020296643,0.20582878,0.127978216,9283,12.32,4.72,5.92,4.34,2.54
E02000434,Harrow 002,Harrow,18,1.871296393,9619,0.127144194,0.244652728,0.174957943,0.504890545,0.076967862,0.027014439,0.239287378,0.13811281,11359,12.17,5.41,6.34,4.33,2.57
E02000435,Harrow 003,Harrow,8,1.020538334,7839,0.147467789,0.246529873,0.168980084,0.47037436,0.086587665,0.024373822,0.211015351,0.181464679,8097,11.61,4.37,6.42,4.22,2.32
E02000436,Harrow 004,Harrow,7,1.257409736,5567,0.197592959,0.232222604,0.136379251,0.433586994,0.031995849,0.024558976,0.277585611,0.096700796,6051,14.97,4.36,6.78,5.87,3.31
E02000437,Harrow 005,Harrow,12,1.401214386,8564,0.140004671,0.286654849,0.202076475,0.481556643,0.086427122,0.032111735,0.185866062,0.145985401,9687,12.88,5.51,7.46,4.75,2.59
E02000438,Harrow 006,Harrow,9,1.146204789,7852,0.146841569,0.258547612,0.196665725,0.453855879,0.078887484,0.026295828,0.194437421,0.155743024,8793,14.15,4.26,6.72,5.57,3.05
E02000439,Harrow 007,Harrow,8,0.882125923,9069,0.092954019,0.276346007,0.271752998,0.619059225,0.112966122,0.04691689,0.27138679,0.214285714,11332,11.33,5.21,6.23,3.76,2.36
E02000440,Harrow 008,Harrow,3,0.31377471,9561,0.108984416,0.236634718,0.168903088,0.577489811,0.05695475,0.034068346,0.333995193,0.132761232,10931,11.53,4.74,6.64,4.47,2.26
E02000441,Harrow 009,Harrow,8,1.123279978,7122,0.144903117,0.246297489,0.179652286,0.446231755,0.064492106,0.039022937,0.203455466,0.126591231,8222,12.54,4.29,5.52,4.71,2.59
E02000442,Harrow 010,Harrow,4,0.439657067,9098,0.072983073,0.26535979,0.24288788,0.743625086,0.070755801,0.045600735,0.414541695,0.217477656,11253,10.87,5.19,6.99,3.43,2.03
E02000443,Harrow 011,Harrow,13,1.266933047,10261,0.082448104,0.289757736,0.278484049,0.631467793,0.147096093,0.051636748,0.198204857,0.199046484,12427,12.36,5.62,7.38,4.71,2.54
