MSOA11CD,MSOA11NM,Local authority,covid_19_deaths,covid_19_deaths_per_thousand,total_population_mid_2018,over_70_prop,proportion_at_risk_jobs,insecure_proportion,all_bame_prop,all_black_prop,pakistani_or_bangladeshi_prop,all_indian_prop,child_poverty_prop,total_registered_patients,Hypertension,Obesity (18+),Diabetes,Asthma,Coronary heart disease
E02000727,Newham 014,Newham,4,0.464738004,8607,0.046125247,0.27384077,0.313210849,0.903552077,0.090909091,0.348103552,0.344972908,0.231775701,11345,10.74,7.68,7.76,4.02,1.9
E02000728,Newham 015,Newham,4,0.489596083,8170,0.052876377,0.274093722,0.294134984,0.854260362,0.068554759,0.234593412,0.259146712,0.23938031,10634,11.32,8.44,7.86,4.47,1.92
E02000729,Newham 016,Newham,8,1.080205239,7406,0.05779098,0.283447418,0.313939017,0.703531073,0.179943503,0.213418079,0.17740113,0.287747525,8609,8.89,5.96,5.8,3.75,1.42
E02000730,Newham 017,Newham,3,0.328983441,9119,0.065577366,0.277290181,0.289083928,0.892682384,0.108318505,0.361543594,0.328736655,0.274939173,12404,10.31,6.68,7.46,4.19,1.79
E02000731,Newham 018,Newham,6,0.545702592,10995,0.049931787,0.28588263,0.284704219,0.850392137,0.08726298,0.31281644,0.260994738,0.261134374,12862,10.7,8.51,7.75,4.4,1.92
E02000732,Newham 019,Newham,8,0.996636352,8027,0.056060795,0.33525803,0.336701552,0.831086439,0.172878668,0.318662437,0.164155432,0.309466603,9397,9.83,7.77,7.54,4.1,1.72
E02000733,Newham 020,Newham,3,0.289407679,10366,0.056627436,0.310908666,0.332165382,0.672954685,0.278449867,0.149374616,0.048800492,0.280099502,12192,8.09,6.57,4.78,3.27,1.25
E02000734,Newham 021,Newham,4,0.521240553,7674,0.055381809,0.319801673,0.324449954,0.691311175,0.278853703,0.181235279,0.07314839,0.295646917,8786,8.22,6.49,5.18,3.54,1.33
E02000735,Newham 022,Newham,6,0.697836706,8598,0.075017446,0.292565175,0.363373029,0.783962015,0.165523609,0.314165128,0.124505408,0.292887029,10115,9.54,7.5,6.61,3.89,1.68
E02000736,Newham 023,Newham,5,0.54662731,9147,0.050945665,0.339207048,0.344241661,0.752304282,0.201493408,0.230078171,0.116789173,0.291650178,10558,9.63,7.8,6.41,4.24,1.65
E02000737,Newham 024,Newham,8,0.78369906,10208,0.062989812,0.314262906,0.342735498,0.702777189,0.171931312,0.231609074,0.112783549,0.262571977,11444,9.45,7.89,6.31,4.24,1.65
E02000738,Newham 025,Newham,4,0.438788943,9116,0.053422554,0.296511628,0.326135105,0.728947679,0.140309437,0.271524743,0.141844809,0.229701304,10348,8.85,7.59,6.85,3.96,1.61
E02000739,Newham 026,Newham,1,0.12926577,7736,0.05196484,0.311612903,0.366129032,0.686248912,0.239773716,0.221787061,0.053379751,0.270238789,9188,9.25,7.5,5.63,3.61,1.44
E02000740,Newham 027,Newham,3,0.421525924,7117,0.045665308,0.329956096,0.357649443,0.618232778,0.303142056,0.125829768,0.036141024,0.337116155,8216,8.42,6.93,4.89,3.41,1.31
E02000741,Newham 028,Newham,6,0.669941938,8956,0.050245645,0.327935223,0.349913245,0.664326353,0.224064883,0.196828471,0.062341121,0.236321839,10061,9.55,7.66,6.06,3.75,1.56
E02000742,Newham 029,Newham,3,0.340058944,8822,0.054522784,0.336757624,0.335794543,0.675452842,0.234603373,0.208869457,0.073953779,0.255310458,9580,8.91,7.6,5.91,3.95,1.58
E02000743,Newham 030,Newham,6,0.588235294,10200,0.055196078,0.3392,0.40768,0.619628782,0.312992626,0.136918383,0.032290872,0.306415433,11880,9.12,7.38,5.28,3.54,1.38
E02000744,Newham 031,Newham,8,0.84254871,9495,0.054555029,0.321172249,0.381578947,0.554489974,0.250965251,0.123427575,0.034001744,0.205345779,10613,10.45,8.09,5.59,3.81,1.57
E02000745,Newham 032,Newham,4,0.475567709,8411,0.044584473,0.323288395,0.352894528,0.575482128,0.260041764,0.107480653,0.045080457,0.261710794,10110,8.68,7.91,4.47,3.68,1.42
E02000746,Newham 033,Newham,6,0.702658391,8539,0.037006675,0.295382669,0.308665402,0.578163099,0.223245733,0.148333785,0.052695746,0.208045977,10105,7.8,7.56,4.09,3.53,1.32
E02000747,Newham 034,Newham,4,0.298018179,13422,0.046341827,0.241660489,0.271682728,0.537760661,0.223276348,0.067255307,0.066128123,0.202050406,13465,9.09,7.79,4.86,3.53,1.37
E02000748,Newham 035,Newham,3,0.457875458,6552,0.041208791,0.311026352,0.336338419,0.464903846,0.18974359,0.084935897,0.041826923,0.181761399,8167,7.97,7.71,4.14,3.59,1.38
E02000749,Newham 036,Newham,6,0.684072512,8771,0.051191426,0.342169409,0.378427788,0.534156177,0.3128437,0.073322742,0.022363436,0.267397521,10533,9.8,8.21,4.85,3.67,1.51
E02000750,Newham 037,Newham,3,0.202702703,14800,0.025540541,0.250345543,0.241879751,0.540874614,0.243187564,0.063676374,0.072010488,0.188305253,15471,7.08,6.3,3.53,3.28,0.94
E02000751,Redbridge 001,Redbridge,11,1.030444965,10675,0.167306792,0.227599244,0.13289225,0.211379774,0.029936672,0.034158511,0.06265592,0.078505685,11612,10.56,4.6,3.63,4.5,2.06
E02000752,Redbridge 002,Redbridge,3,0.393494229,7624,0.090110178,0.314598798,0.292682927,0.292589875,0.100660308,0.049449743,0.043433602,0.218712753,8784,11.05,6.44,5.15,4.82,2.47
E02000753,Redbridge 003,Redbridge,3,0.455235205,6590,0.106525038,0.299886835,0.257261411,0.30417074,0.086347344,0.049853372,0.056207234,0.19741565,7543,11.34,6.59,5.26,4.93,2.52
E02000754,Redbridge 004,Redbridge,5,0.744601638,6715,0.094266567,0.265791883,0.204455294,0.287888199,0.07515528,0.047670807,0.042391304,0.170037453,7202,11.33,5.6,4.37,4.6,2.04
E02000755,Redbridge 005,Redbridge,4,0.717231486,5577,0.113681191,0.301770593,0.224018476,0.272901495,0.073974703,0.043311614,0.043503258,0.152214022,5887,12.26,5.86,5.42,4.48,2.26
E02000756,Redbridge 006,Redbridge,11,0.802626779,13705,0.100328347,0.27048242,0.220114473,0.349406176,0.066666667,0.06429137,0.087648456,0.168413444,15349,10.68,5.23,5.81,4.05,2.57
E02000757,Redbridge 007,Redbridge,2,0.157035176,12736,0.097283291,0.24235474,0.133027523,0.265283084,0.044720389,0.040465439,0.064084752,0.091914894,13186,10.56,5.54,3.97,5.04,1.86
E02000758,Redbridge 008,Redbridge,2,0.320924262,6232,0.119544288,0.309853734,0.21978445,0.511002856,0.099445658,0.109356627,0.141105325,0.235518293,7055,10.45,5.41,5.94,3.63,2.47
E02000759,Redbridge 009,Redbridge,7,0.524462426,13347,0.076871207,0.279404548,0.199247505,0.371969445,0.104865493,0.074227831,0.059199601,0.155668359,14115,10.58,5.7,4.14,4.65,1.89
E02000760,Redbridge 010,Redbridge,5,0.700967335,7133,0.113696902,0.309217047,0.25140403,0.46284318,0.081356907,0.106511427,0.108092569,0.19771138,8352,9.33,4.94,5.97,3.52,2.47
E02000762,Redbridge 012,Redbridge,2,0.301841232,6626,0.116661636,0.262556287,0.182888812,0.624801272,0.058505564,0.185691574,0.212082671,0.167467949,7111,10.52,5.34,6.6,3.7,2.39
E02000763,Redbridge 013,Redbridge,5,0.658587987,7592,0.088777661,0.282934609,0.214992026,0.602049654,0.098152425,0.134815242,0.171045035,0.192822384,8131,9.36,5.51,6.49,3.64,1.91
E02000764,Redbridge 014,Redbridge,10,0.803277372,12449,0.128604707,0.226794554,0.123607673,0.301980615,0.041719343,0.066666667,0.087905605,0.096837945,13157,10.95,4.85,3.88,4.65,2.01
E02000765,Redbridge 015,Redbridge,0,0,6860,0.099562682,0.258292167,0.190543402,0.659914543,0.060927362,0.180566545,0.205728755,0.165106952,7525,10.76,5.5,7.12,3.69,2.23
E02000767,Redbridge 017,Redbridge,7,0.837120306,8362,0.094833772,0.275315527,0.209275022,0.623030462,0.072085084,0.14167542,0.193539916,0.179568194,9183,10.15,5.75,7.07,3.76,2.07
E02000768,Redbridge 018,Redbridge,1,0.172028213,5813,0.12420437,0.254076087,0.147418478,0.303180212,0.053886926,0.072261484,0.074911661,0.099035933,6472,11.31,4.54,3.91,4.64,2.12
E02000769,Redbridge 019,Redbridge,15,0.947807406,15826,0.070200935,0.29847057,0.223543952,0.568983657,0.165883426,0.141544504,0.12485095,0.213673119,17445,9.23,5.9,5.99,4.15,1.57
E02000770,Redbridge 020,Redbridge,4,0.495356037,8075,0.079504644,0.276217228,0.221598002,0.751256281,0.090320021,0.206691351,0.23194922,0.200643777,9048,9.84,6.43,6.94,4.22,2.06
E02000772,Redbridge 022,Redbridge,4,0.447377251,8941,0.056928755,0.301386749,0.217257319,0.73181475,0.11213189,0.219984898,0.231059653,0.186712983,9365,10.52,5.78,7.08,4.13,2.01
E02000773,Redbridge 023,Redbridge,4,0.396825397,10080,0.060714286,0.284613409,0.214744413,0.789845619,0.104805392,0.222004784,0.231898239,0.204347826,10989,10.27,6.74,7.4,4.26,2.07
E02000774,Redbridge 024,Redbridge,1,0.131908719,7581,0.07518797,0.271956595,0.255340793,0.806594625,0.106954835,0.233998337,0.281241341,0.210734463,8660,9.82,6.51,6.81,4.54,2.25
E02000776,Redbridge 026,Redbridge,4,0.566491998,7061,0.062880612,0.264354959,0.222595078,0.762397991,0.085844319,0.253138732,0.291588198,0.218500797,8258,9.8,7.31,7.59,4.06,1.94
E02000777,Redbridge 027,Redbridge,3,0.491480996,6104,0.106487549,0.261075414,0.16638485,0.29763726,0.073771885,0.063233044,0.051844297,0.126916525,6551,12.7,5.66,4.46,4.14,2.26
E02000779,Redbridge 029,Redbridge,9,1.00896861,8920,0.055269058,0.24547723,0.222395508,0.787253258,0.085408334,0.250032254,0.284479422,0.228437233,10977,8.78,6.42,7.06,3.65,1.8
E02000780,Redbridge 030,Redbridge,8,0.459981601,17392,0.05324287,0.264557872,0.241912293,0.842424656,0.108823128,0.303695623,0.252147825,0.193594744,20919,10.04,6.75,7.17,4.22,1.96
E02000781,Redbridge 031,Redbridge,10,0.662339383,15098,0.086302822,0.271583362,0.228241873,0.732884728,0.091793446,0.271869514,0.228349912,0.252578757,16888,9.79,6.48,6.66,4.11,2.06
E02000782,Redbridge 032,Redbridge,7,0.660626652,10596,0.056342016,0.308559245,0.263478526,0.84164065,0.148132199,0.334912262,0.1775218,0.255742201,12742,9.45,7.06,6.86,3.99,1.87
E02000783,Redbridge 033,Redbridge,0,0,7770,0.053153153,0.311858843,0.282724661,0.825361819,0.171605789,0.325568573,0.128738801,0.25033527,8724,9.11,7.12,6.22,3.65,1.69
E02000784,Richmond upon Thames 001,Richmond upon Thames,6,0.596658711,10056,0.129276054,0.185049256,0.118987831,0.142829401,0.015341295,0.008544519,0.015632586,0.041770264,12643,10.06,2.5,2.39,4.02,1.84
E02000785,Richmond upon Thames 002,Richmond upon Thames,3,0.30284676,9906,0.131132647,0.148384673,0.086213373,0.121299639,0.00814853,0.006291903,0.025373904,0.025450689,11432,8.19,2.5,2.21,3.47,1.56
E02000786,Richmond upon Thames 003,Richmond upon Thames,3,0.261278523,11482,0.097979446,0.173719743,0.120039519,0.116860518,0.014653357,0.00842568,0.007967763,0.059141863,13952,8.82,2.75,2.09,3.87,1.53
E02000787,Richmond upon Thames 004,Richmond upon Thames,0,0,11970,0.089974937,0.196048632,0.136946977,0.189450223,0.023216939,0.015508915,0.029531947,0.067377236,14050,8.41,2.58,2.36,3.57,1.57
E02000788,Richmond upon Thames 005,Richmond upon Thames,5,0.548606539,9114,0.101931095,0.179562658,0.12195122,0.103543488,0.008398527,0.007248044,0.011734929,0.028214616,11022,8.61,2.68,2.29,3.74,1.51
E02000789,Richmond upon Thames 006,Richmond upon Thames,4,0.612557427,6530,0.11669219,0.159318048,0.099353322,0.142834087,0.009199484,0.006617172,0.023886378,0.046698873,7657,8.29,2.73,2.47,3.53,1.59
E02000790,Richmond upon Thames 007,Richmond upon Thames,3,0.450992183,6652,0.076217679,0.151574803,0.087176603,0.100597449,0.008558049,0.00371387,0.019538188,0.034526854,7520,9.43,3.55,3.23,4.73,1.8
E02000791,Richmond upon Thames 008,Richmond upon Thames,2,0.282645562,7076,0.110090447,0.134375,0.086647727,0.124816686,0.011406225,0.001466515,0.017435229,0.027731092,8821,8.16,2.92,2.49,3.68,1.58
E02000792,Richmond upon Thames 009,Richmond upon Thames,5,0.691276096,7233,0.126780036,0.153439153,0.097505669,0.099155816,0.008012591,0.007297181,0.020031478,0.031337047,8192,8.92,3.14,2.56,4.5,1.79
E02000793,Richmond upon Thames 010,Richmond upon Thames,5,0.60284543,8294,0.117795997,0.257846451,0.196281989,0.228884511,0.024008865,0.021792662,0.070056636,0.100967352,8753,11.25,5.48,4.4,4.24,2.24
E02000794,Richmond upon Thames 011,Richmond upon Thames,4,0.572327944,6989,0.101731292,0.202014702,0.140756874,0.149947042,0.009835073,0.016341353,0.036616735,0.054362416,7727,9.11,3.68,3.21,4.78,1.85
E02000795,Richmond upon Thames 012,Richmond upon Thames,2,0.279837694,7147,0.143696656,0.181876814,0.126410835,0.114815889,0.013772108,0.008843143,0.020585677,0.047914318,7929,9.02,2.88,2.6,3.7,1.65
E02000796,Richmond upon Thames 013,Richmond upon Thames,7,0.646233383,10832,0.116414328,0.271765663,0.224979658,0.304373121,0.037525453,0.045282653,0.093862116,0.162809917,11757,11.64,6.27,4.88,4.23,2.25
E02000797,Richmond upon Thames 014,Richmond upon Thames,2,0.255591054,7825,0.079616613,0.174858437,0.115741789,0.100874051,0.009743516,0.005301619,0.019343746,0.050248139,8890,8.3,3.71,2.86,4.69,1.69
E02000798,Richmond upon Thames 015,Richmond upon Thames,2,0.179372197,11150,0.093004484,0.226395409,0.175795514,0.159954407,0.017667173,0.01443769,0.036094225,0.092846271,12333,9.32,4.86,3.45,4.34,1.88
E02000799,Richmond upon Thames 016,Richmond upon Thames,2,0.312207306,6406,0.102716204,0.215123095,0.146248535,0.100077942,0.011223694,0.004208885,0.018550273,0.026251025,7927,7.96,3.99,2.71,4.47,1.65
E02000800,Richmond upon Thames 017,Richmond upon Thames,3,0.550964187,5445,0.115702479,0.259128386,0.227326266,0.169560185,0.022955247,0.005594136,0.02179784,0.12599681,6061,10.18,2.94,3.09,3.63,2.01
E02000801,Richmond upon Thames 018,Richmond upon Thames,0,0,7264,0.093887665,0.188084424,0.131979695,0.085502421,0.008474576,0.006355932,0.016192494,0.039579468,7617,8.65,3.01,2.61,4.61,1.8
E02000802,Richmond upon Thames 019,Richmond upon Thames,5,0.720876586,6936,0.130911188,0.213266163,0.139938427,0.102712317,0.010819624,0.010819624,0.017044612,0.057268722,7644,9.64,3.85,3.1,5.04,2.07
E02000803,Richmond upon Thames 020,Richmond upon Thames,3,0.316789863,9470,0.127771911,0.260025597,0.206911263,0.162884841,0.023010547,0.012357516,0.031746032,0.115890688,10601,10.52,4.08,3.83,4.53,2.23
E02000804,Richmond upon Thames 021,Richmond upon Thames,6,0.820793434,7310,0.11997264,0.206834991,0.13848508,0.093160709,0.009006473,0.003799606,0.018716578,0.058181818,7914,8.72,2.72,2.53,4.62,1.78
E02000805,Richmond upon Thames 022,Richmond upon Thames,1,0.086880973,11510,0.105039096,0.202504402,0.142829192,0.114176695,0.015654046,0.005772429,0.018002152,0.059427106,12690,7.64,2.28,2.51,4.27,1.62
E02000806,Richmond upon Thames 023,Richmond upon Thames,4,0.388085767,10307,0.133113418,0.225114855,0.169601838,0.113069604,0.010415623,0.006009014,0.02674011,0.064659427,11269,10.61,4.04,3.86,4.45,2.3
E02000807,Southwark 001,Southwark,2,0.211954218,9436,0.045358203,0.184844583,0.131874195,0.321664862,0.064477325,0.011909058,0.051966799,0.120833333,10490,8.31,6.67,3.93,3.85,1.26
E02000808,Southwark 002,Southwark,0,0,11200,0.041875,0.214472212,0.137821708,0.358932103,0.134146341,0.025269172,0.046253571,0.226728111,13165,7.07,5.33,3.78,3.24,0.99
E02000809,Southwark 003,Southwark,1,0.071143995,14056,0.023975526,0.136581853,0.086653865,0.293911707,0.103150884,0.011356844,0.038510802,0.161856964,13038,8.69,6.41,3.97,3.68,1.09
E02000810,Southwark 004,Southwark,1,0.074543422,13415,0.043533358,0.241911609,0.21547896,0.38648294,0.198053368,0.012029746,0.021325459,0.188451034,12809,7.95,5.39,4.01,3.34,1.06
E02000812,Southwark 006,Southwark,11,1.031894934,10660,0.059943715,0.238318634,0.198348658,0.479980564,0.245286686,0.031389699,0.038872692,0.262971698,12754,8.98,6.53,4.64,3.68,1.18
E02000813,Southwark 007,Southwark,3,0.279850746,10720,0.051119403,0.279705323,0.265922053,0.415085555,0.210918403,0.014899313,0.015946921,0.258271605,11732,7.73,6.48,3.61,3.59,1.19
E02000814,Southwark 008,Southwark,13,1.317790167,9865,0.046933604,0.188981993,0.13282225,0.328594545,0.101826167,0.007397134,0.031437818,0.141503047,12120,10.26,7.6,5.02,4.27,1.34
E02000815,Southwark 009,Southwark,2,0.286123033,6990,0.036194564,0.245229279,0.21532327,0.50330922,0.202708943,0.069108819,0.048022164,0.292410714,8433,7.6,5.53,4.13,3.28,1.04
E02000816,Southwark 010,Southwark,5,0.477874415,10463,0.057822804,0.291760978,0.281349027,0.373659184,0.205573372,0.006634966,0.015813336,0.216772928,10501,7.99,5.99,3.94,3.22,1.02
E02000817,Southwark 011,Southwark,6,0.825082508,7272,0.083333333,0.326589595,0.331286127,0.412380659,0.25500462,0.011549122,0.01539883,0.247638327,7729,8.14,6.38,3.92,3.26,1.11
E02000818,Southwark 012,Southwark,4,0.482101965,8297,0.06628902,0.290057518,0.272528075,0.46548978,0.267985134,0.024688081,0.013273162,0.238131123,10584,9.97,7.7,4.92,3.94,1.24
E02000819,Southwark 013,Southwark,7,0.788732394,8875,0.05115493,0.307934014,0.30479183,0.499819603,0.292603728,0.019242333,0.020444979,0.281322506,9803,9.45,7.76,4.78,3.8,1.11
E02000820,Southwark 014,Southwark,2,0.193535901,10334,0.055157732,0.276134568,0.237751185,0.445489827,0.251205457,0.021168999,0.013171822,0.239802225,12234,9.96,7.09,4.79,4.07,1.35
E02000821,Southwark 015,Southwark,7,0.845717047,8277,0.05823366,0.346438746,0.366096866,0.638325781,0.41342714,0.037085619,0.005008347,0.265324794,11156,9.13,7.34,4.53,3.47,1.08
E02000822,Southwark 016,Southwark,3,0.417072153,7193,0.050187682,0.345549738,0.35767429,0.595734188,0.396252003,0.034521021,0.010356306,0.255095738,9140,8.68,6.65,4.09,3.36,1.08
E02000823,Southwark 017,Southwark,1,0.112132765,8918,0.064588473,0.295669997,0.281065847,0.510927195,0.314884262,0.020431915,0.010474589,0.240880503,11058,9.97,7.28,4.89,3.76,1.32
E02000824,Southwark 018,Southwark,4,0.406462758,9841,0.062087186,0.358027878,0.37222509,0.701086957,0.512855351,0.015259197,0.005748328,0.255639098,11616,11.13,8.3,5.74,3.85,1.21
E02000825,Southwark 019,Southwark,9,0.9447827,9526,0.051438169,0.347405016,0.340203626,0.739765779,0.545030573,0.021142087,0.008705565,0.240359897,11996,11.65,8.24,6,3.82,1.13
E02000826,Southwark 020,Southwark,10,1.084363479,9222,0.060182173,0.305470045,0.306417239,0.571332133,0.38040054,0.022052205,0.011476148,0.260371179,11374,9.76,7.13,5.16,3.45,1.05
E02000827,Southwark 021,Southwark,2,0.181967064,10991,0.054226185,0.338141356,0.336698949,0.629211314,0.438169708,0.017955401,0.013804421,0.245462403,13307,9.94,7.15,5.24,3.57,1.2
E02000828,Southwark 022,Southwark,8,0.928397354,8617,0.052338401,0.350108225,0.354707792,0.677203865,0.46224502,0.023738518,0.010855302,0.277310924,10669,11.41,7.92,6.04,3.59,1.15
E02000829,Southwark 023,Southwark,15,1.281613124,11704,0.05562201,0.312221773,0.29340348,0.586004428,0.41293676,0.012802002,0.012609491,0.230434783,12623,9.98,7.04,5.24,3.68,1.05
E02000830,Southwark 024,Southwark,6,0.637416339,9413,0.060235844,0.235176682,0.174286285,0.390529876,0.23416009,0.016121759,0.012514092,0.143051771,10659,9.59,6.7,4.85,3.75,1.12
E02000831,Southwark 025,Southwark,6,0.598862162,10019,0.059886216,0.24895854,0.197778219,0.43463425,0.273405843,0.016421412,0.014502026,0.126768226,11292,10.13,6.23,5.25,3.96,1.14
E02000832,Southwark 026,Southwark,3,0.27785496,10797,0.075298694,0.30335097,0.27292769,0.560040161,0.396586345,0.019477912,0.010441767,0.205291971,11413,9.22,6.13,4.91,4.4,1.24
E02000833,Southwark 027,Southwark,3,0.338066261,8874,0.053189092,0.302599839,0.242562316,0.524822695,0.325209542,0.01521599,0.021276596,0.173326134,9438,7.46,5.22,3.35,3.43,0.89
E02000834,Southwark 028,Southwark,5,0.501303389,9974,0.067876479,0.212035398,0.127964602,0.29796717,0.158495489,0.007174693,0.019676052,0.079229122,10381,8.73,5.17,3.82,4.23,1.11
E02000835,Southwark 029,Southwark,1,0.12703252,7872,0.060848577,0.260667396,0.206509847,0.386263129,0.256218905,0.01119403,0.015201769,0.134385201,8368,9.35,5.46,4.4,4.88,1.31
E02000836,Southwark 030,Southwark,4,0.463231036,8635,0.063231036,0.216455696,0.134810127,0.258859223,0.136650485,0.008980583,0.015291262,0.083857442,9541,8.53,5.33,3.8,3.87,1.1
E02000837,Southwark 031,Southwark,1,0.104058273,9610,0.089073881,0.202123142,0.111889597,0.187341772,0.05976885,0.007154651,0.026637314,0.045856121,10373,8.91,3.82,3.27,4.56,1.37
E02000838,Southwark 032,Southwark,3,0.309661437,9688,0.068228737,0.247973107,0.162942456,0.302069717,0.172984749,0.015795207,0.018082789,0.098572087,10933,8.79,5.13,4.26,4.23,1.3
E02000839,Southwark 033,Southwark,1,0.11820331,8460,0.088534279,0.243684613,0.170196479,0.361249378,0.195246391,0.013937282,0.030238925,0.148469388,9879,9.35,4.85,4.14,4.75,1.42
E02000840,Sutton 001,Sutton,0,0,8618,0.071362265,0.340665236,0.329667382,0.251988741,0.084077836,0.016888998,0.020070983,0.248100134,9384,10.04,6.71,4.76,5.05,1.88
E02000841,Sutton 002,Sutton,4,0.43047783,9292,0.073826948,0.354058722,0.340981989,0.272560486,0.074762069,0.029354432,0.017658525,0.227127902,9852,10.92,6.28,5.19,5.15,2.18
E02000842,Sutton 003,Sutton,4,0.503968754,7937,0.113896938,0.300297324,0.242814668,0.225280459,0.04109053,0.02087138,0.034568223,0.156521739,8812,12.98,6.71,5.37,5.9,2.53
E02000843,Sutton 004,Sutton,8,0.968054211,8264,0.074298161,0.263651672,0.21337503,0.203202135,0.067911941,0.017078052,0.017878586,0.128571429,8679,10.76,8.1,4.89,5.98,2.14
E02000844,Sutton 005,Sutton,1,0.119431506,8373,0.085393527,0.314045373,0.276064237,0.192184085,0.069674765,0.01362643,0.020182543,0.161626694,9231,10.53,6.41,4.74,5.78,2.1
E02000845,Sutton 006,Sutton,0,0,9928,0.080983078,0.256474,0.202817485,0.199052667,0.018157212,0.01826999,0.028532762,0.094132545,10460,11.96,4.62,4.48,4.34,2.29
E02000846,Sutton 007,Sutton,1,0.134535181,7433,0.132113548,0.291479821,0.221692825,0.219339288,0.046505033,0.028640295,0.0311924,0.136189258,8017,10.85,5.6,4.8,4.81,2.17
E02000847,Sutton 008,Sutton,5,0.52882073,9455,0.158434691,0.279849923,0.192451997,0.16924301,0.016935667,0.014889748,0.026596954,0.092889908,9738,12.42,4.14,4.87,4.27,2.2
E02000848,Sutton 009,Sutton,3,0.373041532,8042,0.112409848,0.290052606,0.217120995,0.177462289,0.016858917,0.019394093,0.020534922,0.112155021,8467,13.23,3.74,5.2,4.9,2.39
E02000849,Sutton 010,Sutton,5,0.628140704,7960,0.108668342,0.284436494,0.22131357,0.193453574,0.053573814,0.016432866,0.024315297,0.120858896,8362,11.73,6.65,5.18,5.82,2.36
E02000850,Sutton 011,Sutton,5,0.458589379,10903,0.102632303,0.269266309,0.212345223,0.235134349,0.079154137,0.018333495,0.034241925,0.130978027,11303,12.55,6.63,5.44,5.65,2.45
E02000851,Sutton 012,Sutton,8,0.805882946,9927,0.096303012,0.293123408,0.234776569,0.24909964,0.068427371,0.021008403,0.033493397,0.194524496,10894,10.42,5.25,4.45,4.5,2.17
E02000852,Sutton 013,Sutton,4,0.500250125,7996,0.094547274,0.274457831,0.206987952,0.17110573,0.035647027,0.011299435,0.022464353,0.110585452,8661,11.03,5.73,4.78,5.32,2.26
E02000853,Sutton 014,Sutton,5,0.616142945,8115,0.094269871,0.287283378,0.224798633,0.209035827,0.03780295,0.01975764,0.032534247,0.112046291,8603,11.23,5.11,4.46,5.02,2.21
E02000854,Sutton 015,Sutton,2,0.264445326,7563,0.110934814,0.255584416,0.167792208,0.126601887,0.029150824,0.006618786,0.019011407,0.105769231,7964,11.2,6.3,4.77,5.46,2.39
E02000855,Sutton 016,Sutton,3,0.374344896,8014,0.144996257,0.257029112,0.165464046,0.16977013,0.016694491,0.021574419,0.034416335,0.078226858,8618,11.8,3.62,4.27,5.02,2.2
E02000856,Sutton 017,Sutton,3,0.326583932,9186,0.10711953,0.272111913,0.187951264,0.226516634,0.043052838,0.022015656,0.041952055,0.083953241,9640,13.31,6.95,5.54,6.09,2.52
E02000857,Sutton 018,Sutton,7,0.80348944,8712,0.120293848,0.249716232,0.181157775,0.261859583,0.044528779,0.030487034,0.062998102,0.099652375,9236,11.67,4.35,4.29,4.81,2.3
E02000858,Sutton 019,Sutton,1,0.117938436,8479,0.080787829,0.324243332,0.311956847,0.273696528,0.084774412,0.026134443,0.031985438,0.222222222,9200,12.48,6.79,5.39,5.87,2.34
E02000859,Sutton 020,Sutton,7,0.804597701,8700,0.157471264,0.281344032,0.194332999,0.184690753,0.052173913,0.012124923,0.024004899,0.11705121,9079,13.43,6.83,5.5,5.77,2.62
E02000860,Sutton 021,Sutton,5,0.586923348,8519,0.098133584,0.271241021,0.198662373,0.26783364,0.059620953,0.025796262,0.045275072,0.143026005,8907,10.95,4.68,4.38,4.6,2.25
E02000861,Sutton 022,Sutton,4,0.513149455,7795,0.153046825,0.241741357,0.143918054,0.172468988,0.025476857,0.018407363,0.046685341,0.056081081,8399,10.45,5.06,4.38,4.29,2.29
E02000863,Sutton 024,Sutton,3,0.438148094,6847,0.131152329,0.249218261,0.179487179,0.237003298,0.056227423,0.024187215,0.067378671,0.086181278,7219,13.46,6,5.28,5.29,2.55
E02000864,Tower Hamlets 001,Tower Hamlets,8,0.776397516,10304,0.057841615,0.285239546,0.255330933,0.448113776,0.119922864,0.221646378,0.011932024,0.264912281,11203,7.61,6.51,4.7,5.11,1.62
E02000865,Tower Hamlets 002,Tower Hamlets,0,0,8402,0.053439657,0.268742058,0.218551461,0.530563041,0.078428592,0.340235428,0.014324209,0.337997847,9022,7.4,5.04,4.8,4.62,1.53
E02000866,Tower Hamlets 003,Tower Hamlets,3,0.276650682,10844,0.055791221,0.240344207,0.179307585,0.345166632,0.069861312,0.166011178,0.017594701,0.211776348,11362,7.01,5.47,4.45,4.68,1.39
E02000867,Tower Hamlets 004,Tower Hamlets,3,0.236369367,12692,0.03364324,0.230992035,0.17595945,0.421063416,0.069767442,0.20346276,0.026431718,0.221548507,12792,7.03,5.8,4.9,4.75,1.38
E02000868,Tower Hamlets 005,Tower Hamlets,7,0.949410009,7373,0.04353723,0.228140131,0.171461122,0.455669481,0.055036188,0.292219542,0.010856454,0.364126251,8366,6.96,5.01,4.85,4.37,1.46
E02000869,Tower Hamlets 006,Tower Hamlets,3,0.455304295,6589,0.060251935,0.221455674,0.18213177,0.436985101,0.078177038,0.250131464,0.009640666,0.29592685,6706,7.16,5.16,5.47,4.19,1.61
E02000870,Tower Hamlets 007,Tower Hamlets,3,0.433275563,6924,0.052715194,0.266601879,0.230644639,0.459780763,0.059904277,0.287478771,0.011733827,0.305785124,7404,6,4.74,4.2,4,1.22
