objectid,wd16cd,wd16nm,wd16nmw,lad16cd,lad16nm,bng_e,bng_n,long,lat,st_areashape,st_lengthshape
562,E05000641,Marylebone High Street, ,E09000033,Westminster,528510,181693,-0.14916,51.51953888,915518.9643,4212.075463
563,E05000642,Queen's Park, ,E09000033,Westminster,524349,182672,-0.20875999,51.52927017,559156.1774,2936.021418
564,E05000643,Regent's Park, ,E09000033,Westminster,527493,182826,-0.16339999,51.52996063,2282593.932,6814.438417
565,E05000644,St James's, ,E09000033,Westminster,529778,179951,-0.13154,51.50360107,3304959.733,8465.014558
566,E05000645,Tachbrook, ,E09000033,Westminster,529609,178295,-0.13458,51.48875046,311768.1071,2511.742672
567,E05000646,Vincent Square, ,E09000033,Westminster,529800,178757,-0.13166,51.49285889,507337.8756,3629.940151
568,E05000647,Warwick, ,E09000033,Westminster,528951,178671,-0.14392,51.49227905,579694.0677,2974.653157
569,E05000648,Westbourne, ,E09000033,Westminster,525599,181793,-0.19106001,51.52109909,686524.6236,4137.73647
570,E05000649,West End, ,E09000033,Westminster,528792,180787,-0.14543,51.51134109,2137135.396,6430.87294
5673,E05009288,Aldersgate, ,E09000001,City of London,532169,181721,-0.09645,51.51895142,73662.58404,1384.642804
5674,E05009289,Aldgate, ,E09000001,City of London,533397,181175,-0.07896,51.51375961,95825.51448,1244.212372
5675,E05009290,Bassishaw, ,E09000001,City of London,532438,181495,-0.09266,51.51686096,72161.8032,1110.50005
5676,E05009291,Billingsgate, ,E09000001,City of London,533152,180752,-0.08265,51.51000977,68536.97984,1133.733003
5677,E05009292,Bishopsgate, ,E09000001,City of London,533208,181662,-0.0815,51.51818085,300789.7123,2134.569262
5678,E05009293,Bread Street, ,E09000001,City of London,532224,181151,-0.09587,51.51382065,78825.69105,1650.517168
5679,E05009294,Bridge, ,E09000001,City of London,532930,180701,-0.08587,51.50960922,77475.62318,1142.143046
5680,E05009295,Broad Street, ,E09000001,City of London,532919,181434,-0.08575,51.51620102,54062.10589,1082.915031
5681,E05009296,Candlewick, ,E09000001,City of London,532818,180909,-0.0874,51.51150131,42832.26931,849.5512166
5682,E05009297,Castle Baynard, ,E09000001,City of London,531455,181178,-0.10693,51.51424026,208795.7859,2860.45368
5683,E05009298,Cheap, ,E09000001,City of London,532238,181311,-0.09561,51.51525116,91271.13084,1433.037677
5684,E05009299,Coleman Street, ,E09000001,City of London,532729,181581,-0.08843,51.51755905,195499.7315,1957.872408
5685,E05009300,Cordwainer, ,E09000001,City of London,532452,181059,-0.09262,51.51293945,52003.64385,956.6833283
5686,E05009301,Cornhill, ,E09000001,City of London,532956,181174,-0.08532,51.51385117,54111.39609,1022.198769
5687,E05009302,Cripplegate, ,E09000001,City of London,532335,181803,-0.09402,51.51964951,125345.8021,1466.489041
5688,E05009303,Dowgate, ,E09000001,City of London,532623,180772,-0.09026,51.51031876,65644.98231,1027.758662
5689,E05009304,Farringdon Within, ,E09000001,City of London,531801,181189,-0.10195,51.51425934,233293.097,2929.175046
5690,E05009305,Farringdon Without, ,E09000001,City of London,531201,181313,-0.11054,51.51551056,425516.9934,3699.024435
5691,E05009306,Langbourn, ,E09000001,City of London,533081,181020,-0.08357,51.51243973,55637.11642,1207.692788
5692,E05009307,Lime Street, ,E09000001,City of London,533174,181187,-0.08217,51.51391983,48263.37118,961.2849521
5693,E05009308,Portsoken, ,E09000001,City of London,533651,181230,-0.07529,51.51419067,64851.00137,1300.896697
5694,E05009309,Queenhithe, ,E09000001,City of London,532129,180840,-0.09735,51.51103973,24331.15579,654.3329866
5695,E05009310,Tower, ,E09000001,City of London,533579,180864,-0.07646,51.51092148,247035.5152,1943.62143
5696,E05009311,Vintry, ,E09000001,City of London,532346,180862,-0.09422,51.51118851,83006.04731,1122.171605
5697,E05009312,Walbrook, ,E09000001,City of London,532728,181096,-0.08863,51.51319885,88911.18416,1336.727707
5701,E05009317,Bethnal Green, ,E09000030,Tower Hamlets,535607,182735,-0.04653,51.52724838,1157331.124,4495.686452
5702,E05009318,Blackwall & Cubitt Town, ,E09000030,Tower Hamlets,538099,180053,-0.01168,51.50254059,1475799.868,7882.839479
5703,E05009319,Bow East, ,E09000030,Tower Hamlets,536930,183770,-0.02707,51.53622818,1804143.648,6563.962868
5704,E05009320,Bow West, ,E09000030,Tower Hamlets,536263,183179,-0.03691,51.53107834,1476061.088,5843.806035
5705,E05009321,Bromley North, ,E09000030,Tower Hamlets,537618,182704,-0.01758,51.52648163,592929.7793,3556.88194
5706,E05009322,Bromley South, ,E09000030,Tower Hamlets,537535,182093,-0.01901,51.52101135,609126.4671,3518.246203
5707,E05009323,Canary Wharf, ,E09000030,Tower Hamlets,537489,179863,-0.02054,51.50099182,1458299.667,5403.367196
5708,E05009324,Island Gardens, ,E09000030,Tower Hamlets,537961,178640,-0.01422,51.48987961,989593.8723,4250.731824
5709,E05009325,Lansbury, ,E09000030,Tower Hamlets,538152,181611,-0.01031,51.51652908,1287174.858,5465.901583
5710,E05009326,Limehouse, ,E09000030,Tower Hamlets,536720,180835,-0.03124,51.50991058,406363.591,2748.92686
5711,E05009327,Mile End, ,E09000030,Tower Hamlets,536885,181753,-0.0285,51.51811981,1139151.503,5267.194616
5712,E05009328,Poplar, ,E09000030,Tower Hamlets,538441,181002,-0.00639,51.51099014,792524.6533,5074.081037
5713,E05009329,St Dunstan's, ,E09000030,Tower Hamlets,535956,181873,-0.04184,51.51942062,754443.262,3870.701743
5714,E05009330,St Katharine's & Wapping, ,E09000030,Tower Hamlets,534455,180443,-0.06401,51.5069313,1056137.695,5644.20326
5715,E05009331,St Peter's, ,E09000030,Tower Hamlets,534820,182802,-0.05785,51.52804184,1031665.547,4622.313511
5716,E05009332,Shadwell, ,E09000030,Tower Hamlets,535395,181023,-0.05025,51.51190948,607675.1434,3817.767259
5717,E05009333,Spitalfields & Banglatown, ,E09000030,Tower Hamlets,534010,181785,-0.0699,51.51908875,948682.6075,4009.528281
5718,E05009334,Stepney Green, ,E09000030,Tower Hamlets,535474,181597,-0.04889,51.5170517,653201.2218,3214.824
5719,E05009335,Weavers, ,E09000030,Tower Hamlets,533944,182658,-0.07052,51.52695084,580063.9181,3105.843176
5720,E05009336,Whitechapel, ,E09000030,Tower Hamlets,534378,181187,-0.06483,51.51362991,831973.9032,4510.084509
5750,E05009367,Brownswood, ,E09000012,Hackney,531930,186798,-0.09799,51.5646286,481132.2058,2848.387986
5751,E05009368,Cazenove, ,E09000012,Hackney,534174,187100,-0.06552,51.56681824,673961.3284,3334.305606
5752,E05009369,Clissold, ,E09000012,Hackney,532799,186196,-0.08568,51.559021,925009.4427,4098.131335
5753,E05009370,Dalston, ,E09000012,Hackney,533878,184932,-0.07061,51.54740143,518280.5443,2908.67484
5754,E05009371,De Beauvoir, ,E09000012,Hackney,533165,184285,-0.08113,51.54175949,627845.9886,3211.015393
5755,E05009372,Hackney Central, ,E09000012,Hackney,534579,185035,-0.06047,51.54816055,818512.4588,3479.131344
5756,E05009373,Hackney Downs, ,E09000012,Hackney,534426,186064,-0.06228,51.55744934,1116170.787,4247.112754
5757,E05009374,Hackney Wick, ,E09000012,Hackney,536726,184936,-0.02956,51.54676056,1502728.001,6060.87809
5758,E05009375,Haggerston, ,E09000012,Hackney,533979,183409,-0.06973,51.53369141,894523.6778,3691.899648
5759,E05009376,Homerton, ,E09000012,Hackney,535434,184955,-0.04817,51.54724121,824648.1077,3962.847163
5760,E05009377,Hoxton East & Shoreditch, ,E09000012,Hackney,533093,182815,-0.08272,51.52856827,1039726.875,5126.160813
5761,E05009378,Hoxton West, ,E09000012,Hackney,532582,183172,-0.08995,51.53189087,666663.9348,3188.494072
5762,E05009379,King's Park, ,E09000012,Hackney,536547,185855,-0.03178,51.55506134,1885140.655,5634.440125
5763,E05009380,Lea Bridge, ,E09000012,Hackney,535245,186293,-0.05038,51.55931091,1037780.963,4329.95341
5764,E05009381,London Fields, ,E09000012,Hackney,534176,184026,-0.06666,51.53918839,1037035.576,4621.410212
5765,E05009382,Shacklewell, ,E09000012,Hackney,533782,185497,-0.07178,51.55250168,501929.9437,2926.533115
5766,E05009383,Springfield, ,E09000012,Hackney,534234,187889,-0.06435,51.57389069,1320172.126,5496.206913
5767,E05009384,Stamford Hill West, ,E09000012,Hackney,533145,187347,-0.08026,51.56927872,700187.3435,4110.440275
5768,E05009385,Stoke Newington, ,E09000012,Hackney,533437,186411,-0.07641,51.56079865,905618.0787,3972.559021
5769,E05009386,Victoria, ,E09000012,Hackney,535438,184010,-0.04848,51.53874969,800521.0063,3787.956227
5770,E05009387,Woodberry Down, ,E09000012,Hackney,532388,187390,-0.09116,51.56983948,917418.4457,4528.943061
5771,E05009388,Abingdon, ,E09000020,Kensington and Chelsea,525238,179040,-0.19724,51.49642944,621440.8493,3282.854338
5772,E05009389,Brompton & Hans Town, ,E09000020,Kensington and Chelsea,527297,179111,-0.16756999,51.49660873,1124451.671,4619.518969
5773,E05009390,Campden, ,E09000020,Kensington and Chelsea,525457,179959,-0.19375999,51.50463867,1052087.004,4184.445388
5774,E05009391,Chelsea Riverside, ,E09000020,Kensington and Chelsea,526737,177487,-0.17621,51.48213959,568810.8774,3703.910819
5775,E05009392,Colville, ,E09000020,Kensington and Chelsea,524682,181183,-0.20449001,51.51581955,461238.5738,2750.973874
5776,E05009393,Courtfield, ,E09000020,Kensington and Chelsea,526582,178497,-0.17808001,51.49126053,579181.5485,3594.501725
5777,E05009394,Dalgarno, ,E09000020,Kensington and Chelsea,523524,182102,-0.22085001,51.52433014,926020.6066,4118.597134
5778,E05009395,Earl's Court, ,E09000020,Kensington and Chelsea,525376,178442,-0.19546001,51.49103165,406880.6393,2623.666309
5779,E05009396,Golborne, ,E09000020,Kensington and Chelsea,524414,181893,-0.20810001,51.52225876,528533.2355,3019.43413
5780,E05009397,Holland, ,E09000020,Kensington and Chelsea,524494,179565,-0.20777,51.50131989,946244.0536,4572.388334
5781,E05009398,Norland, ,E09000020,Kensington and Chelsea,524287,180314,-0.21048,51.50809097,448521.4635,3566.38908
5782,E05009399,Notting Dale, ,E09000020,Kensington and Chelsea,523903,180807,-0.21584,51.51261139,633057.5618,3117.03395
5783,E05009400,Pembridge, ,E09000020,Kensington and Chelsea,525128,180708,-0.19823,51.51145172,387277.0677,2482.258455
5784,E05009401,Queen's Gate, ,E09000020,Kensington and Chelsea,526009,179281,-0.18605,51.49842834,539071.3724,2929.752044
5785,E05009402,Redcliffe, ,E09000020,Kensington and Chelsea,525937,177919,-0.18758,51.48619843,791873.2043,3508.126323
5786,E05009403,Royal Hospital, ,E09000020,Kensington and Chelsea,527849,178310,-0.15990999,51.48928833,924315.3711,4013.71108
5787,E05009404,St. Helen's, ,E09000020,Kensington and Chelsea,523717,181499,-0.21828,51.51887131,428185.3057,3307.400891
5788,E05009405,Stanley, ,E09000020,Kensington and Chelsea,526743,177955,-0.17596,51.48635101,600019.6527,4123.724035
