ID,Borough,Ward,Constituency,Turnout,Ward Level Electorate,Winner,Sadiq Aman Khan - Labour Party,% Children aged 0-15,% Working-age 16-64,% Older people aged 65+,Median Age 2013,Population density 2013,% BAME 2011,% Not Born in UK 2011,General Fertility Rate 2013,Male life expectancy 2009_13,Female life expectancy 2009-13 ,% children in reception obese 2011_14,% children year 6 obese- 2011_14,"Rate Ambulance Incidents per 1,000 population - 2014",In employment (16-64) 2011,Number of jobs in area - 2013,Rate new migrant workers - 2011/12,No properties sold 2014,Median Household income 2012/13,% semi-detached houses 2011,% Households Private Rented 2011,% dwellings CT bands A or B 2015,"% dwellings CT bands F, G or H - 2015",Rate Claimant Housing Benefit 2015,Rate JobSeekers Allowance 2015,% dependent children in out-of-work households 2014,% Households No adults Employment dependent children 2011,% Lone parents no employment 2011,Average GCSE capped point scores 2014,% No qualifications 2011,% Level 4 and above qualifications 2011,Crime rate 2014_15,% area that is open space - 2014,Average Public Transport Accessibility score 2014,Turnout at Mayoral election 2012
516,Waltham Forest,Lea Bridge,North East,"3,545","8,932",Sadiq Aman Khan,2253,25.29563932,66.61739345,8.086967233,32,6192.3,64.8,50.4,102.6315789,75.50917793,80.79400947,11.3832853,23.57723577,135.9789009,6671,6100,100,200,31450,11.2,34.7,50.6993007,0,14.02363441,4.19740524,17.23404255,7.78988744,46.88057041,313.4197183,23,26.6,98.35147745,40.13621209,3.632291367,31.10261313
517,Waltham Forest,Leyton,North East,"3,041","8,153",Sadiq Aman Khan,1904,24.61373821,67.80817337,7.578088422,30,7400,63.5,48.8,83.78378378,78.71657805,82.51680257,13.37579618,22.59332024,118.5351963,5956,5700,86.09625668,169,31040,10.4,30.1,50.34722222,0,17.33440889,4.372570794,21.25,9.468023814,49.32533733,294.5675978,21.1,28.5,88.15333379,27.57174961,3.830592018,28.9183746
518,Waltham Forest,Leytonstone,North East,"3,602","7,841",Sadiq Aman Khan,2133,17.60809705,74.43625809,7.955644861,32,10269.2,47.6,42.6,69.09090909,80.55929824,80.89035728,9.946236559,17.77003484,103.803132,6887,3800,102.259887,167,38700,11.6,37.4,36.32734531,3.592814371,8.844533968,2.127659574,13.7254902,3.80952381,42.49201278,316.6333333,15.1,40.8,89.80327376,5.788114427,5.478237733,34.72136414
519,Waltham Forest,Markhouse,North East,"3,358","8,122",Sadiq Aman Khan,2205,24.18107966,68.00314465,7.815775681,31,9733.3,58.2,45.8,80.54794521,79.99476814,82.28782244,10.65989848,25,118.4384649,6044,2200,90.66666667,218,33780,10.7,29.9,36.48648649,0,12.82796187,4.05084509,19.47368421,7.730263158,49.33920705,300.9038217,20.8,30.9,72.31886043,30.87701032,4.189428159,33.28305681
520,Waltham Forest,Valley,North East,"2,629","7,249",Sadiq Aman Khan,1039,20.80236486,65.36317568,13.83445946,36,5900,38.4,25.6,60.40816327,80.29407504,85.34509064,11.45374449,24.21307506,112.9551228,5100,3300,22.85714286,153,34250,21.3,13.3,11.11111111,0.653594771,10.72645346,3.222996516,20.16949153,6.29775411,46.46017699,318.5206061,26.1,20.2,104.0516436,17.57021712,2.424145588,31.96099675
521,Waltham Forest,William Morris,North East,"3,555","7,903",Sadiq Aman Khan,2232,23.64535603,68.19405048,8.160593498,33,13650,51.8,43.6,91.34328358,76.31803955,84.53946975,11.5,23.41356674,103.8534521,6291,2500,80.47337278,180,35070,9.3,29.1,38.98635478,0,13.17393789,3.378378378,18.02631579,6.990330379,46.98544699,317.5142857,20.4,33.6,55.56777362,5.33006989,3.478661139,36.75709779
522,Waltham Forest,Wood Street,North East,"3,554","8,271",Sadiq Aman Khan,2167,24.40282686,66.32508834,9.272084806,33,7694.4,50.4,38.7,79.38461538,77.76882701,82.61497923,12.00585652,24.3697479,107.7694236,5974,2300,62.2754491,179,35130,12.9,23.5,38.15551537,0.542495479,15.90519703,4.461756374,19.61538462,6.655257654,48.45995893,330.660274,20.8,33,73.99135447,34.44297861,3.664231539,36.67195315
523,Hounslow,Bedfont,South West,"2,389","7,981",Sadiq Aman Khan,896,22.76730532,65.64431397,11.58838072,33,2965.9,35.7,31,85.51724138,77.20679299,81.98353012,11.6751269,28.25,128.0066773,6105,9400,32.02614379,168,31870,41.8,16.4,9.765625,1.171875,12.02992519,2.719388505,19.58333333,6.565136859,49.01960784,313.5028369,24,20.2,65.00458856,52.46656067,2.133183708,22.46091267
524,Hounslow,Brentford,South West,"3,593","9,535",Sadiq Aman Khan,1622,18.54124494,71.50809717,9.950657895,32,4828.1,33.9,38.3,54.25,79.65422863,85.70837565,12.64367816,22.57142857,131.3883716,7043,11500,39.1509434,335,35040,13.7,18.5,18.23529412,6.764705882,13.47501348,2.712477396,19.55882353,5.92878737,48.91696751,330.8105263,17.2,35.3,79.99481395,42.78738941,3.222655244,30.03978067
525,Hounslow,Chiswick Homefields,South West,"3,250","6,537",Zac Goldsmith,1009,18.78006873,68.41924399,12.80068729,37,5087,18.8,34,51.69811321,81.06234872,84.47092223,6.746031746,16.92307692,102.7829643,6077,6800,28.32369942,174,51830,18.9,27.9,2.044989775,46.62576687,6.212488154,1.278195489,9.607843137,2.820671196,42.06008584,345.4958904,9.3,55.7,83.53242321,42.22262873,3.616386789,41.33064516
526,Hounslow,Chiswick Riverside,South West,"3,509","7,016",Zac Goldsmith,1104,19.70304634,66.53298063,13.76397304,37,5642.9,19.1,30.3,67.6,82.08327183,87.68163766,6.574394464,13.33333333,83.13085734,6201,2200,25.46583851,205,49680,18.4,24.2,3.256704981,42.33716475,8.656060289,1.687893202,7.547169811,2.917564128,39.62264151,355.5340426,9.2,56,62.23646483,35.16887514,2.837850714,41.2907703
527,Hounslow,Cranford,South West,"2,498","7,619",Sadiq Aman Khan,1374,22.15070644,67.30769231,10.54160126,31,4722.2,73.9,56.2,97.24137931,78.56555455,84.48837122,12.71777003,26.57342657,124.5277199,5548,5600,90.47619048,76,30860,31.6,24.7,20.27334852,1.366742597,12.23871554,2.712621669,17.76119403,7.37913486,51.61290323,314.5727848,20.2,26.2,74.40081193,26.40100156,2.418231087,25.7259656
528,Hounslow,Feltham North,South West,"2,222","7,104",Sadiq Aman Khan,886,20.29339853,66.13270382,13.57389765,35,3514.7,38.9,35.7,76.22641509,75.80392617,78.63536201,12.66094421,25.93582888,142.1804886,5500,8200,50.73529412,107,32850,40,16,10.44083527,0.464037123,10.80243616,2.125224783,18.90909091,5.545023697,44.83695652,318.9243902,26.1,21.1,77.35407259,37.04772767,2.920079368,22.25852273
529,Hounslow,Feltham West,South West,"2,646","9,242",Sadiq Aman Khan,1040,25.02370867,67.62344313,7.352848201,31,4968.8,35.5,32.3,76.92307692,80.61528622,84.14115304,14.453125,24.20856611,113.7809624,7666,4900,41.11675127,235,34010,25.8,20.7,11.37931034,0,10.91732923,2.122641509,15.9375,7.311199037,47.87077827,309.4455497,20.5,25,69.81827265,41.38660654,2.417947002,21.46793035
530,Hounslow,Hanworth,South West,"2,197","7,410",Sadiq Aman Khan,876,23.56924069,64.48492665,11.94583266,33,3787.9,32.4,28.9,68.57142857,78.97308382,85.50713655,13.06715064,27.13004484,113.2997037,5265,3500,26.76056338,123,31150,29,11.3,14.83870968,0.64516129,14.95084801,2.776842814,22.5,8.707804773,52.75862069,292.7653179,26.4,19.2,72.90003194,45.61818801,2.603634668,22.45662734
531,Hounslow,Hanworth Park,South West,"2,700","7,589",Sadiq Aman Khan,978,21.12653061,66.44081633,12.43265306,35,3347.2,30.8,28.5,80.76923077,79.52379687,83.04890794,13.98305085,25.67164179,118.1609975,5614,8900,29.37062937,135,34340,34.1,14,8.423326134,3.455723542,9.475744155,1.761372339,15.32258065,5.819397993,47.83653846,316.6481481,23.4,22.2,70.46451933,41.40151346,2.579932593,27.24788193
532,Hounslow,Heston Central,South West,"2,710","7,364",Sadiq Aman Khan,1386,20.97298154,67.53030663,11.49671183,33,7500,76.6,54.7,73.21428571,78.21618973,83.32565341,13.46938776,29.42528736,115.249079,5584,1400,87.66233766,75,33580,49.5,22.9,9.900990099,4.702970297,9.386354461,2.69541779,14.44444444,6.083162218,52.61437908,333.7193548,17.3,32,53.04518664,15.75265493,2.890607937,24.98997192
533,Hounslow,Heston East,South West,"2,900","7,840",Sadiq Aman Khan,1462,20.35781841,68.0091425,11.63303909,32,6400,77.4,56.5,74.23728814,82.35225586,84.32480653,10.53719008,22.79792746,100.2675901,5745,3200,69.48051948,112,34030,41.7,25.7,8.872901679,7.673860911,9.938761169,2.36929395,14.19354839,5.994005994,48.69281046,337.1690647,16.1,33.4,63.26243353,27.10489056,2.323684122,24.87252829
534,Hounslow,Heston West,South West,"3,033","7,833",Sadiq Aman Khan,1735,22.89147165,66.1771635,10.93136485,32,3381.6,76.2,51.1,72.63157895,79.5355542,83.58440041,8.983050847,24.55795678,130.6675063,5161,5200,60,61,29490,35.1,17.3,20.34313725,0.735294118,13.30365462,3.438443475,18.02816901,9.188247012,57.42574257,323.2104651,21.8,24.4,100.2726919,39.13278262,2.337025948,29.18798373
535,Hounslow,Hounslow Central,South West,"3,485","9,345",Sadiq Aman Khan,1822,20.32349673,70.10124707,9.575256204,32,9441.2,70.7,64.5,81.05263158,79.85303161,85.84854062,11.82634731,22.19321149,156.2877142,7795,12000,130.7291667,125,35830,26.8,38.7,16.31578947,3.50877193,10.19046191,2.047819349,11.75675676,4.197622585,42.8125,344.9805556,12.8,42.8,166.8327934,11.07688203,5.112394441,25.19928258
536,Hounslow,Hounslow Heath,South West,"3,343","8,638",Sadiq Aman Khan,1778,24.25355994,67.4913052,8.255134851,31,5446.4,72.6,58,80.54794521,79.24930857,87.65196149,10.76233184,24.73309609,121.740848,6878,3200,90.11627907,121,32530,30.6,31.9,12.82051282,1.972386588,12.94650487,2.999869571,14.32098765,7.670396745,54.75206612,340.1679487,15.7,34.6,64.0078457,48.60523477,3.213125381,27.57950126
537,Hounslow,Hounslow South,South West,"3,461","7,501",Sadiq Aman Khan,1420,18.96728892,66.99777359,14.03493749,36,6555.6,45.1,38.7,66,82.18368925,88.64689431,9.273182957,16.56804734,86.77158656,5767,1100,36.42384106,107,39920,54.5,19.2,6.569343066,2.189781022,4.94600432,1.856335755,6.034482759,2.510141988,30.51643192,342.8715278,15.7,32.9,41.43318051,17.88820967,2.50567674,37.41139407
538,Hounslow,Hounslow West,South West,"3,094","8,123",Sadiq Aman Khan,1591,19.19133154,70.10399244,10.70467602,32,8437.5,75.9,62.6,88.19672131,77.67151392,80.13312781,10.6741573,27.36842105,136.9184377,6288,3500,118.8679245,71,31890,38.7,30.1,13.81578947,2.850877193,10.2426587,2.074133547,11.69491525,4.461343473,53.19148936,331.0604478,16.3,33.5,92.10623659,10.21429157,3.885946249,26.2026862
539,Hounslow,Isleworth,South West,"2,997","7,319",Sadiq Aman Khan,1326,22.31731402,66.86965109,10.81303489,34,6125,34.8,33.8,86.66666667,77.83949665,84.28164076,10.70038911,20.71611253,128.7934261,5827,4500,21.65605096,189,34790,17.9,18.6,16.73228346,4.330708661,13.83457074,2.831969792,21.47540984,7.010014306,52.37113402,315.8119266,19.9,33.8,69.54612006,22.61187063,2.393924203,32.39040086
540,Hounslow,Osterley And Spring Grove,South West,"3,534","8,309",Zac Goldsmith,1409,19.3091563,67.76562266,12.92522104,35,2134.9,54.4,46,68.33333333,82.42075633,83.68051319,8.369098712,15.80756014,107.1295814,6844,19500,50,182,42140,39.4,28.3,4.581673307,29.6812749,5.515145935,1.317175975,7.333333333,3.356964137,42.73858921,367.0296296,10.8,45.9,73.1526179,54.27202546,2.757500138,32.22090261
541,Hounslow,Syon,South West,"3,298","8,695",Sadiq Aman Khan,1418,20.68771139,69.41234498,9.89994363,34,4862.1,34.2,36.7,70.57142857,77.17392318,78.86855787,9.706959707,23.5924933,161.0113595,7063,8300,33.72093023,387,37040,13.7,23.8,6.08,7.52,12.13440111,1.856665429,16.66666667,5.405872193,46.81724846,318.4885496,16.4,38.9,82.16277264,42.45249708,3.640530808,30.57558208
542,Hounslow,Turnham Green,South West,"3,155","6,982",Zac Goldsmith,1012,15.79170195,70.99915326,13.20914479,36,6583.3,23.2,39.9,61.40350877,81.67558562,85.63442903,7.317073171,15.68627451,153.0351981,6354,20500,49.11242604,201,47080,11.8,34,2.697841727,32.1942446,7.35483871,1.42612664,10,2.535366526,46.875,343.6392857,9.9,55.4,95.01806267,7.378848667,4.402014502,37.84117405
543,Kingston upon Thames,Alexandra,South West,"2,629","5,643",Zac Goldsmith,726,19.66471254,63.71490281,16.62038465,39,3537,29.8,27.2,61.62162162,83.42497572,86.89498939,7.588075881,20.56074766,92.39815204,4464,2500,17.55725191,136,41390,56.3,13.3,4.011461318,16.61891117,5.068511374,1.032204789,6.25,2.668247851,31.21693122,353.3104478,15.8,32.7,34.68688337,43.65399908,2.245380512,36.26834382
544,Kingston upon Thames,Berrylands,South West,"2,774","5,563",Zac Goldsmith,819,18.23757923,66.3565733,15.40584747,36,6466.7,18.1,24.1,56.81818182,78.9569588,83.34129059,4.590163934,8.585858586,102.7861839,4813,2000,15.90909091,172,42330,25.7,26.9,8.857808858,20.74592075,9.776536313,1.419379258,6.75,2.346109175,36.92307692,342.6675325,11.9,48.4,31.62743091,10.91414964,2.775175369,38.04707934
545,Kingston upon Thames,Beverley,South West,"3,010","6,011",Zac Goldsmith,1041,20.82136703,66.03484587,13.1437871,37,5447.4,32.6,32.4,75,80.84146576,81.83463716,6.52173913,13.06990881,117.9462572,4807,4500,30,167,40700,33.7,22.1,5.476190476,18.0952381,8.832462641,1.799242424,9.230769231,4.128440367,43.37349398,372.3044248,15.2,41.7,64.47280054,26.42588927,2.83761721,41.18447924
546,Kingston upon Thames,Canbury,South West,"3,664","7,178",Zac Goldsmith,1259,23.37291447,68.11964527,8.507440253,33,10791.7,21.4,27.5,70,80.97664737,85.76474974,3.846153846,12.05479452,75.13845233,6529,5200,21.21212121,397,45600,24.5,30.3,2.846975089,22.41992883,6.956776271,1.538891998,5.671641791,3.016561514,35.27272727,367.5393617,9,54.4,38.42613898,7.034828346,4.056027473,35.22371046
547,Kingston upon Thames,Chessington North And Hook,South West,"1,959","5,268",Zac Goldsmith,460,20.12893187,64.55485162,15.31621652,38,4710.5,15,17.2,55,80.39825197,86.82400807,9.810126582,23.80952381,105.3622867,4334,2000,10.43478261,137,37230,46.6,8.6,1.754385965,2.046783626,6.307452977,1.385041551,10.90909091,3.615886189,35.9375,307.125,21.9,22.8,43.92305126,27.49678625,2.398093819,30.77792428
548,Kingston upon Thames,Chessington South,South West,"2,415","6,347",Zac Goldsmith,577,20.93486299,64.61553048,14.44960652,37,1375,13,14.3,64.09090909,83.2523823,83.90712055,8.076009501,24.6105919,109.6511958,5291,5300,6.766917293,201,38310,26.4,9.7,4.076738609,6.714628297,6.422901131,1.319493315,13.1372549,3.940520446,39.57055215,321.3278195,19.1,25.3,47.52869747,75.68409387,2.358923035,30.3710782
549,Kingston upon Thames,Coombe Hill,South West,"2,285","5,007",Zac Goldsmith,626,18.30448539,66.75972455,14.93579006,34,2420.5,35.5,40.6,44.70588235,83.15581529,84.76341228,4.858299595,21.39303483,171.9304633,4458,7200,34.72222222,161,45650,16.8,25.5,1.066666667,47.2,5.362703264,1.269035533,8.2,3.906673901,50.24875622,339.7795082,10.7,44.5,47.8491127,42.11723916,2.492106142,34.86271036
550,Kingston upon Thames,Coombe Vale,South West,"2,928","5,381",Zac Goldsmith,862,20.62593145,65.1763537,14.19771485,38,6250,33.4,33.5,60.48780488,82.92702766,86.07335071,5.187319885,12.66666667,77.26005575,4619,1900,20.14925373,133,44320,43,19.4,3.25203252,30.62330623,5.453847139,0.893211592,6.326530612,2.583333333,33.33333333,367.022093,11.7,47.4,26.20043833,10.95194068,2.331300275,40.54758801
551,Kingston upon Thames,Grove,South West,"2,565","6,012",Sadiq Aman Khan,957,16.75157073,74.42689761,8.821531669,30,6105.3,23.2,31.4,47.82608696,79.22725487,87.15883549,5.952380952,18.90243902,240.6928645,5683,23000,35.22012579,236,41410,17.9,37.5,11.13172542,18.18181818,7.175321536,1.569469684,9.722222222,2.37802378,43.97905759,324.7617284,8.5,47,268.4701652,23.63502244,4.211964993,28.91218475
552,Kingston upon Thames,Norbiton,South West,"2,297","5,476",Sadiq Aman Khan,993,20.10936174,70.64202885,9.248609409,32,8076.9,31,34.1,65,77.09971053,80.47836352,11.3253012,19.58041958,105.2083333,4973,4000,30.55555556,166,34650,29.7,24.3,17.06730769,8.653846154,13.07453058,2.404702529,20,5.259259259,50.94936709,308.3627907,17.7,35.8,62.399394,34.48263779,3.606097586,29.18756269
553,Kingston upon Thames,Old Malden,South West,"2,673","5,650",Zac Goldsmith,721,18.97636983,62.95531937,18.0683108,40,5361.1,30.8,27.3,58.42105263,83.58858132,87.43900804,6.711409396,16.38225256,82.22153273,4501,1100,15.57377049,134,41760,45.9,12.3,3.055555556,33.33333333,5.395590143,1.12936345,8.936170213,3.681843732,39.1509434,347.0412698,15.7,34.4,29.62121994,21.32156475,2.730943326,36.13209204
554,Kingston upon Thames,St James,South West,"2,466","5,220",Zac Goldsmith,782,18.18378612,63.72984089,18.08637298,41,4181.8,41.4,37.3,53.52941176,81.40699324,82.15264132,5.882352941,14.81481481,116.8407311,4061,2000,22.93577982,112,41850,40.4,14,0.890207715,29.6735905,6.318082789,1.139471285,7.272727273,2.660217654,29.53020134,354.9736264,15.9,38,33.78085751,28.15140513,2.645415351,37.79245283
555,Kingston upon Thames,St Mark's,South West,"2,689","5,813",Sadiq Aman Khan,952,12.24770642,79.42201835,8.330275229,30,7785.7,21.3,29.1,46.85714286,81.72369898,84.33066637,2.912621359,8.737864078,90.26518096,5872,4300,25.30864198,286,44930,16.5,38.6,8.405172414,11.42241379,5.523080024,1.503508186,4.285714286,1.632653061,40.76923077,336.4026667,6.7,48.3,49.74443227,23.86266053,3.697553408,30.17820625
556,Kingston upon Thames,Surbiton Hill,South West,"2,857","6,036",Zac Goldsmith,923,17.39528078,69.15127126,13.45344796,35,6352.9,19,25,60,79.73309652,82.64138392,4.191616766,9.844559585,112.3522294,5705,2100,18.98734177,237,43160,18.8,30.7,4.282655246,20.98501071,5.360078921,1.119104716,9.268292683,2.30284597,39.25233645,361.6478723,10.7,52.2,29.59558824,5.808619856,3.279986802,34.71878608
557,Kingston upon Thames,Tolworth And Hook Rise,South West,"2,444","5,947",Zac Goldsmith,764,20.13176471,66.11764706,13.75058824,36,3961.5,27.2,26.1,59.11111111,80.3101691,86.68961924,4.871794872,15.18151815,115.2169606,4993,5200,22.72727273,153,37840,46.8,16.5,4.603580563,3.58056266,6.790799562,1.256055984,10.20408163,3.295819936,38.23529412,337.5252101,18.4,30,53.66088632,33.0863911,2.257367878,32.10759278
558,Kingston upon Thames,Tudor,South West,"3,105","5,411",Zac Goldsmith,751,22.04251856,63.05564032,14.90184111,40,6125,17.6,23.9,52.43243243,84.06999726,87.23243696,3.349282297,11.62079511,65.31691932,4674,1900,11.20689655,151,48530,33.9,14.2,0.530503979,32.89124668,3.825136612,0.899280576,5.384615385,2.036987403,28.04232804,378.9398058,10.1,51.3,33.06205493,22.68304266,2.286320211,42.08325759
559,Richmond upon Thames,Barnes,South West,"3,197","5,762",Zac Goldsmith,635,19.9315329,64.07379232,15.99467478,39,3500,14.3,32.2,55.23809524,83.41978774,86.7414136,4.819277108,14.65517241,89.93223621,4839,2700,24.63768116,144,55450,27.1,22.7,7.142857143,52.67857143,6.504360465,1.047818632,6.25,3.095903166,42.05607477,327.782716,9.1,57.5,55.7190318,54.41483617,3.350519583,45.42517007
560,Richmond upon Thames,East Sheen,South West,"3,796","6,120",Zac Goldsmith,761,23.59486448,60.74179743,15.66333809,39,1810.3,9.3,23.6,82.43902439,84.43565367,88.21152701,5,7.594936709,66.6541141,5108,3500,14.28571429,189,56090,27.2,21,1.165501166,60.37296037,3.92741735,0.831946755,2.333333333,1.927246447,33.86243386,396.2131579,6.6,61.6,48.66457561,76.64536076,2.584795157,51.68144554
561,Richmond upon Thames,Fulwell And Hampton Hill,South West,"3,284","6,326",Zac Goldsmith,989,21.82135583,64.07719911,14.10144506,39,5421.1,9.9,16.7,77.07317073,80.48326068,83.89554995,5.581395349,8.960573477,87.7760853,5350,4900,10.56338028,204,48810,24.9,19.4,4.222222222,24.88888889,5.575606721,1.268575571,5.490196078,1.646284102,25.11627907,373.6583333,10.8,52.8,44.74576271,32.66696051,3.184227239,40.99623136
562,Richmond upon Thames,"Ham, Petersham And Richmond Riverside",South West,"3,208","5,905",Zac Goldsmith,792,19.02780405,63.22110838,17.75108757,40,1122.3,15.9,30.5,62.63157895,79.27723926,86.76744811,4.95049505,13.19148936,117.9217747,4857,2700,20,178,44870,15.3,19,3.887688985,24.83801296,7.681382412,1.690775878,10.41666667,3.662921348,42.33576642,337.5187879,14.1,46,56.03937902,81.89075576,2.080802741,40.33469945
563,Richmond upon Thames,Hampton,South West,"3,127","6,197",Zac Goldsmith,812,20.13488418,61.7046232,18.16049262,41,1478.3,11.3,16.7,69.23076923,81.80924914,83.60268339,5.263157895,14.58333333,111.1221351,4999,4100,7.575757576,169,46750,29.2,15.8,2.314814815,32.40740741,6.162430254,1.375515818,6.170212766,2.587446095,39.13043478,342.7931034,12.5,47.2,49.72050603,74.70307037,2.653442346,41.20586813
564,Richmond upon Thames,Hampton North,South West,"2,499","5,805",Zac Goldsmith,658,19.4175767,63.35933437,17.22308892,40,5052.6,16.3,20.1,65.64102564,79.14459012,86.12891758,7.77027027,19.74248927,115.52,4482,2200,10.2189781,174,39440,25.8,12.4,1.927710843,17.8313253,10.73535195,1.900337838,13.86363636,4.1360744,40.76433121,310.351087,17.6,36.3,47.85186726,28.19761432,2.149780121,35.34602076
565,Richmond upon Thames,Hampton Wick,South West,"3,239","6,316",Zac Goldsmith,979,20.29453682,65.7672209,13.93824228,39,3888.9,11.4,20.3,53.02325581,80.94349547,87.77517542,6.361323155,10.14492754,98.56915739,4950,3300,12.67605634,217,46760,17.3,20.2,5.668016194,36.84210526,7.491777318,1.327517542,4.509803922,2.962962963,43.04347826,374.4480519,10,53.6,46.15531024,49.95231717,2.748746515,41.42696449
566,Richmond upon Thames,Heathfield,South West,"2,640","6,118",Zac Goldsmith,795,19.87923389,64.11925653,16.00150958,37,5552.6,30.4,26.6,76.74418605,82.1031175,83.58219476,9.589041096,18.88544892,106.5692027,4752,1300,20.96774194,104,36950,56.4,11.4,6.71641791,15.92039801,9.266221953,2.493765586,12.0754717,5.385400715,47.58842444,324.3889831,20.4,29.8,55.31432887,27.05665173,2.016733772,33.12236287
567,Richmond upon Thames,Kew,South West,"3,843","6,483",Zac Goldsmith,903,21.0151762,63.83434794,15.15047586,39,3236.1,15.3,30.2,64.58333333,84.49649375,88.9591046,3.533568905,12.60869565,87.20112518,5807,4300,21.05263158,183,52130,20.1,27.4,1.737451737,48.45559846,4.792816185,0.961692579,5.740740741,2.417405318,41.82692308,362.7915493,7.5,62,56.67981478,56.6531769,2.856515913,47.77327935
568,Richmond upon Thames,Mortlake And Barnes Common,South West,"3,498","6,389",Zac Goldsmith,871,23.38528061,63.87712819,12.73759121,37,5815.8,11.7,25.6,91.83673469,82.25050207,86.67702087,5.27638191,11.33004926,76.32371171,5800,2600,16.78321678,226,50100,11,24.3,1.5625,38.4765625,8.166237258,1.514668367,8.039215686,2.894150982,39.06810036,341.7918919,9.8,57.6,64.06785779,39.13440127,3.005570439,44.16115833
569,Richmond upon Thames,North Richmond,South West,"3,404","6,316",Zac Goldsmith,834,19.91663646,65.61254078,14.47082276,37,3910.7,15.7,28.3,70.4,83.71866918,87.58906704,4.696132597,11.16071429,91.60719125,5695,4500,20.42253521,168,50860,22.7,24.5,2.385685885,35.78528827,7.77084515,1.31147541,5,2.389436177,36,359.5589474,10.2,59,58.57129824,54.07429842,4.399681503,48.03732304
570,Richmond upon Thames,South Richmond,South West,"3,343","6,052",Zac Goldsmith,829,17.12248398,68.67045762,14.2070584,37,4092.6,13.1,33,68.62745098,81.4746753,86.04369217,4.724409449,9.868421053,128.8452965,5715,13200,29.375,248,52690,12.2,32.7,1.4571949,39.16211293,6.194882961,1.13913751,4.042553191,1.431888545,30.81761006,361.4245614,7.1,63.6,110.7497742,47.35816817,4.155345793,43.75207159
571,Richmond upon Thames,South Twickenham,South West,"3,353","5,883",Zac Goldsmith,938,19.62338949,68.5827552,11.7938553,36,5970.6,9.7,18.8,67.23404255,83.73654541,87.25585192,5.806451613,8.695652174,74.99758384,5458,4300,13.88888889,196,51380,24.3,21.3,3.738317757,35.51401869,3.969502602,0.868725869,3.333333333,1.33432172,31.78807947,375.6315789,6.4,55.3,35.25925926,26.72067513,3.546475281,40.44334212
572,Richmond upon Thames,St Margaret's And North Twickenham,South West,"3,608","6,704",Zac Goldsmith,1183,23.09386649,67.73974924,9.166384277,36,5775,12.3,23.3,88.30188679,85.1671914,85.78678462,4.028436019,8.914728682,78.77443031,6200,4000,12.19512195,225,52870,23.7,25.3,2.087682672,36.11691023,3.394957983,0.804211142,2.857142857,1.956947162,32.94797688,369.2925,6.6,62.6,58.32111121,23.55390131,3.144794546,45.23483812
573,Richmond upon Thames,Teddington,South West,"3,432","6,382",Zac Goldsmith,986,19.25736478,65.54892488,15.19371033,39,2453.5,8.9,17.8,59.55555556,80.86163607,85.50368879,7.430340557,5.928853755,138.5817766,5564,8400,14.66666667,190,50600,20.5,23.5,3.347280335,34.93723849,4.969897297,0.966777993,4.347826087,1.169844021,25.80645161,378.2073529,7.7,58.5,46.35761589,64.01644783,3.230811333,44.578125
574,Richmond upon Thames,Twickenham Riverside,South West,"3,195","6,134",Zac Goldsmith,993,18.9634089,68.11212492,12.92446618,37,5325,10.3,26.8,66.12244898,81.73962267,83.77799006,3.214285714,7.567567568,103.6630718,5916,8400,17.10526316,212,51350,14,34.3,5.148514851,34.65346535,4.140127389,0.891265597,3.111111111,1.524830002,38.23529412,366.0779412,6.2,63.8,66.71057584,37.78528121,4.546233041,41.73406665
575,Richmond upon Thames,West Twickenham,South West,"2,991","6,400",Zac Goldsmith,951,22.53586734,64.78479598,12.67933669,37,4280,16,21.1,77.33333333,79.35528993,88.55778104,5.274725275,10.8033241,92.9935142,5568,2100,13.19444444,217,45040,30.3,15.3,1.133786848,9.977324263,6.160682118,1.100948509,6.545454545,2.523364486,27.71084337,333.8769912,13.4,45.1,55.23012552,45.57546415,2.736193855,37.37182521
576,Richmond upon Thames,Whitton,South West,"2,924","5,985",Zac Goldsmith,834,19.1349412,62.92605143,17.93900737,39,6250,21.5,23.3,61.95121951,80.22814381,84.97394831,9.281437126,14.54545455,104.8207413,4802,1400,18.11023622,156,42230,46,14.7,4.102564103,10.51282051,5.538034565,1.087386319,7.446808511,2.412165705,35.91160221,341.0166667,17,36.9,49.6007984,21.23947447,2.447961063,39.4326003
577,Hammersmith & Fulham,Addison,West Central,"2,942","6,824",Sadiq Aman Khan,1261,16.08415629,76.02404465,7.891799055,33,19083.3,27.9,44.1,50.85714286,79.54303186,85.14499428,6.382978723,23.8410596,100.3087781,6873,5200,68.30601093,200,43970,1.9,37.9,15.2173913,16.05351171,12.53449374,2.628214235,16.66666667,3.255231622,44.7284345,330.5236364,9.3,57.4,107.3622363,0.291070469,6.525039351,39.48683322
578,Hammersmith & Fulham,Askew,West Central,"3,750","8,365",Sadiq Aman Khan,1965,17.80841089,73.82968302,8.361906095,33,17562.5,37,42.5,59.25,80.13086257,84.00213498,9.549071618,21.63934426,109.1721643,7621,2000,48.18181818,198,38450,4.1,29.5,7.65625,14.53125,17.53397711,4.681766418,17.25806452,5.742701315,49.34086629,312.8184049,13.7,45.1,75.43072246,3.601523979,3.595044596,39.49828962
